laptop_id,serial_number,listed_date,ram_gb,storage_gb,screen_size_in,weight_kg,battery_hours,brand,cpu_brand,gpu_brand,laptop_type,os,price
LAP-006474,SN-61765998,2022-07-01,16,512.0,15.5,,9.7,HP,Intel,AMD Radeon,Gaming,Windows,1352.48
LAP-006801,SN-89608772,2021-01-15,64,2048.0,13.9,1.02,6.5,Dell,Intel,Integrada,Business,Windows,1804.8
LAP-010854,SN-65578294,2023-06-29,16,512.0,16.0,1.47,9.1,Lenovo,AMD,AMD Radeon,Notebook,Linux,1077.94
LAP-012861,SN-86511675,2022-10-02,16,512.0,13.3,1.72,8.2,Asus,Apple Silicon,Integrada,Ultrabook,macOS,1035.29
LAP-008901,SN-49615026,2022-06-28,8,1024.0,15.5,1.61,11.4,MSI,Intel,Integrada,Notebook,Windows,785.35
LAP-005425,SN-23194580,2022-12-26,8,,15.5,1.59,4.2,HP,Intel,NVIDIA,Business,Windows,1098.51
LAP-018724,SN-81510154,2023-06-23,16,256.0,15.6,1.78,8.1,Dell,Intel,Integrada,Ultrabook,Windows,780.1
LAP-019355,SN-85182702,2022-05-01,8,128.0,15.7,2.29,5.1,Apple,Intel,Integrada,2 en 1,Windows,1080.57
LAP-006437,SN-33553077,2021-01-09,16,512.0,13.3,2.48,6.3,Lenovo,Apple Silicon,Integrada,Gaming,macOS,1205.13
LAP-002525,SN-64420668,2021-01-09,16,1024.0,15.5,2.07,7.1,Lenovo,Intel,Integrada,Notebook,Windows,677.11
LAP-003339,SN-55439283,2023-11-08,8,512.0,15.6,1.81,6.2,MSI,Intel,AMD Radeon,2 en 1,Windows,1236.58
LAP-004871,SN-60657064,2021-12-13,8,256.0,14.0,2.59,6.5,Samsung,Apple Silicon,NVIDIA,Gaming,macOS,1147.77
LAP-003920,SN-66408416,2022-12-21,16,1024.0,15.9,2.14,8.8,Samsung,AMD,Integrada,Business,Windows,1038.91
LAP-005373,SN-38622046,2022-10-14,16,,15.6,0.95,10.1,HP,Intel,Integrada,2 en 1,Windows,938.5
LAP-009873,SN-32716028,2021-04-23,16,512.0,13.2,2.31,8.8,Lenovo,Intel,Integrada,Business,Windows,763.93
LAP-009675,SN-99313072,2024-11-08,8,512.0,14.1,1.56,8.8,Dell,Intel,Integrada,2 en 1,Windows,665.76
LAP-008301,SN-42085421,2021-01-12,8,256.0,15.5,2.12,12.4,HP,Intel,Integrada,Gaming,Windows,1033.37
LAP-005642,SN-51036266,2024-08-11,16,256.0,16.0,2.22,7.1,Apple,Intel,AMD Radeon,2 en 1,Windows,1636.62
LAP-015344,SN-56753588,2022-01-03,32,1024.0,13.3,2.66,5.7,MSI,Intel,NVIDIA,Gaming,Linux,2006.38
LAP-004785,SN-93861150,2022-09-04,8,256.0,16.0,1.76,10.9,Lenovo,Intel,NVIDIA,Notebook,Windows,1020.57
LAP-016836,SN-89757244,2022-05-16,8,256.0,14.1,2.33,8.1,HP,Intel,AMD Radeon,2 en 1,Linux,589.88
LAP-013548,SN-76241319,2024-08-21,16,512.0,15.5,1.12,9.6,Dell,AMD,NVIDIA,2 en 1,Windows,1175.84
LAP-006112,SN-32835433,2022-12-10,16,512.0,15.6,1.84,9.5,Asus,AMD,Integrada,Business,Windows,882.95
LAP-009118,SN-39424661,2022-10-16,16,512.0,14.0,1.96,7.6,Lenovo,AMD,NVIDIA,Business,Windows,1245.86
LAP-014663,SN-38286434,2021-12-07,16,512.0,15.6,3.01,6.4,Samsung,Intel,Integrada,Gaming,Windows,1128.34
LAP-003543,SN-88923078,2024-11-28,32,512.0,13.2,2.62,7.0,MSI,Intel,NVIDIA,Gaming,Windows,2008.68
LAP-000168,SN-23490631,2023-05-11,16,256.0,13.3,1.16,12.4,Lenovo,AMD,NVIDIA,Ultrabook,Windows,1130.39
LAP-006394,SN-78507676,2023-04-10,64,512.0,13.3,0.9,8.3,Acer,Intel,Integrada,Business,Windows,1162.78
LAP-015381,SN-70461779,2024-03-08,32,256.0,16.0,1.59,10.1,Dell,Intel,NVIDIA,Business,Windows,1362.97
LAP-006682,SN-11048093,2021-02-05,8,512.0,14.0,1.41,7.6,Apple,Intel,NVIDIA,2 en 1,Windows,1810.06
LAP-012953,SN-86601881,2022-02-09,16,1024.0,17.3,1.09,6.7,MSI,AMD,NVIDIA,Business,Windows,1591.91
LAP-009112,SN-61094437,2023-04-20,16,512.0,15.6,1.17,4.6,MSI,AMD,NVIDIA,Business,Windows,1240.91
LAP-010331,SN-73560740,2022-04-17,8,512.0,13.9,1.74,9.2,Apple,Intel,Integrada,2 en 1,Windows,1381.04
LAP-008760,SN-45038276,2023-06-30,8,2048.0,13.3,1.47,6.8,Samsung,Intel,NVIDIA,Notebook,ChromeOS,1559.64
LAP-013921,SN-19386463,2022-12-03,16,1024.0,15.6,1.88,9.0,Lenovo,AMD,Integrada,Notebook,Windows,813.09
LAP-001544,SN-31971503,2021-08-30,8,1024.0,13.9,2.26,11.1,HP,Intel,Integrada,Business,ChromeOS,640.6
LAP-006857,SN-71176290,2024-12-07,16,256.0,15.6,1.76,7.1,Samsung,AMD,NVIDIA,Notebook,Windows,971.46
LAP-019101,SN-15061183,2024-10-22,8,256.0,16.0,0.9,8.1,Samsung,Intel,Integrada,Ultrabook,Windows,806.03
LAP-000442,SN-54365967,2024-12-05,16,512.0,15.6,1.68,9.9,HP,Apple Silicon,Integrada,Ultrabook,macOS,958.83
LAP-018611,SN-75870854,2024-05-21,16,256.0,13.3,2.09,8.6,Asus,AMD,Integrada,Notebook,Windows,676.48
LAP-001901,SN-68007339,2021-03-17,8,2048.0,15.6,3.3,,Acer,Intel,Integrada,Gaming,Windows,1511.26
LAP-008029,SN-53064889,2021-09-04,4,,13.4,2.22,8.7,Acer,AMD,AMD Radeon,2 en 1,Linux,840.05
LAP-018070,SN-79053918,2023-02-21,32,2048.0,17.3,1.79,7.7,Dell,Apple Silicon,Integrada,Notebook,macOS,1237.67
LAP-019991,SN-10242921,2023-02-17,8,1024.0,16.1,1.44,8.6,Asus,Apple Silicon,Integrada,Ultrabook,macOS,937.66
LAP-010482,SN-63634127,2024-02-04,16,,17.3,3.56,10.8,Samsung,Intel,Integrada,Gaming,ChromeOS,1384.92
LAP-011350,SN-48706368,2023-09-21,16,512.0,15.6,1.34,,Acer,Intel,Integrada,Notebook,Windows,406.74
LAP-011565,SN-34822117,2021-10-07,32,512.0,13.3,1.86,5.2,Asus,AMD,AMD Radeon,Notebook,Windows,1103.44
LAP-001945,SN-81036476,2024-05-01,32,256.0,14.0,1.61,7.5,Dell,AMD,Integrada,Business,Windows,862.87
LAP-019033,SN-69563430,2024-03-01,16,256.0,15.6,1.36,7.2,Samsung,Intel,Integrada,Notebook,Windows,748.19
LAP-002038,SN-97852735,2021-12-17,16,1024.0,16.0,1.76,,Samsung,AMD,NVIDIA,Business,Windows,1372.98
LAP-017739,SN-52631855,2022-01-30,4,256.0,16.0,1.72,6.5,Apple,AMD,NVIDIA,2 en 1,Windows,1603.74
LAP-010676,SN-75782334,2024-02-18,16,,16.0,2.71,6.4,Lenovo,Apple Silicon,Integrada,Gaming,macOS,1112.05
LAP-003842,SN-68061871,2023-09-08,64,256.0,15.5,1.35,3.7,Acer,AMD,Integrada,2 en 1,ChromeOS,1275.88
LAP-014948,SN-13500305,2022-08-18,4,256.0,14.0,2.59,8.7,Asus,Apple Silicon,Integrada,2 en 1,macOS,479.24
LAP-000859,SN-10557674,2022-08-29,8,1024.0,13.4,1.41,5.4,MSI,Intel,NVIDIA,Notebook,Windows,1287.06
LAP-008770,SN-62915396,2021-09-21,16,512.0,15.6,2.21,5.9,Acer,Intel,Integrada,Ultrabook,Windows,709.9
LAP-008280,SN-13757413,2024-08-28,16,256.0,13.3,1.52,10.4,Apple,Intel,NVIDIA,Notebook,Windows,1485.37
LAP-008783,SN-97727490,2022-10-04,32,256.0,16.0,2.27,7.0,MSI,Intel,Integrada,Gaming,ChromeOS,1535.29
LAP-002979,SN-26646833,2023-09-06,8,512.0,15.7,2.7,10.3,Asus,AMD,Integrada,Ultrabook,Windows,712.7
LAP-007177,SN-44214675,2021-03-30,16,512.0,13.4,1.33,5.0,MSI,AMD,NVIDIA,2 en 1,ChromeOS,1491.75
LAP-015475,SN-49876304,2023-04-17,32,128.0,13.3,1.85,9.6,Asus,Intel,NVIDIA,Notebook,Windows,1121.12
LAP-000004,SN-71666431,2024-06-28,16,512.0,15.6,1.77,7.8,Asus,Intel,Integrada,Ultrabook,Windows,820.36
LAP-017806,SN-49101204,2021-06-10,16,512.0,13.4,2.53,4.6,Apple,AMD,AMD Radeon,Gaming,Windows,1900.48
LAP-001662,SN-22301044,2021-01-21,4,512.0,14.0,2.5,7.8,HP,Intel,Integrada,Ultrabook,Linux,736.45
LAP-004921,SN-65427433,2023-04-22,4,1024.0,16.0,3.25,7.6,MSI,AMD,NVIDIA,Gaming,Windows,1646.13
LAP-006525,SN-65426639,2023-02-28,16,1024.0,15.9,1.9,7.3,Dell,Intel,Integrada,Gaming,Windows,1306.79
LAP-004771,SN-80270126,2024-02-08,16,1024.0,16.0,1.45,11.9,MSI,AMD,NVIDIA,Business,ChromeOS,1496.94
LAP-017258,SN-88357887,2022-01-29,4,512.0,15.6,0.9,8.5,MSI,AMD,Integrada,2 en 1,Windows,864.28
LAP-002588,SN-71373032,2021-11-18,32,256.0,15.7,1.62,9.7,Samsung,Intel,Integrada,Notebook,Windows,834.27
LAP-017595,SN-91158137,2023-08-20,8,2048.0,14.0,1.28,5.3,Acer,Intel,NVIDIA,Notebook,Windows,1301.94
LAP-007928,SN-94619225,2021-12-15,8,256.0,15.6,1.99,10.3,Samsung,AMD,Integrada,2 en 1,Linux,846.91
LAP-019554,SN-66834756,2023-08-24,8,512.0,15.6,2.09,10.6,HP,AMD,Integrada,2 en 1,Windows,585.68
LAP-008400,SN-63645313,2023-12-27,4,512.0,15.6,1.47,,Apple,AMD,Integrada,Ultrabook,Windows,1328.01
LAP-009295,SN-60063914,2024-03-29,8,128.0,13.9,1.89,6.8,HP,Intel,NVIDIA,Business,Windows,981.59
LAP-011443,SN-89624458,2024-06-06,4,1024.0,13.4,1.21,10.8,Dell,AMD,NVIDIA,2 en 1,Windows,974.57
LAP-011263,SN-13550951,2024-08-23,4,512.0,15.6,0.9,11.3,HP,Intel,Integrada,Ultrabook,Windows,912.26
LAP-008665,SN-53139785,2023-09-07,8,512.0,15.6,2.73,8.1,Dell,Intel,Integrada,Business,Windows,549.9
LAP-019930,SN-86005595,2024-08-16,8,512.0,14.0,2.06,8.3,Acer,AMD,Integrada,Business,Windows,614.51
LAP-017917,SN-72875720,2021-12-04,8,512.0,13.3,1.99,8.0,Dell,Intel,AMD Radeon,Notebook,Windows,678.76
LAP-009694,SN-91948059,2022-06-17,4,256.0,15.5,2.23,4.8,Dell,AMD,NVIDIA,Notebook,Windows,782.63
LAP-000506,SN-27241886,2021-11-18,4,1024.0,17.3,2.04,12.2,Acer,AMD,Integrada,2 en 1,Windows,746.28
LAP-002647,SN-50433203,2023-01-29,8,1024.0,15.6,2.2,8.0,MSI,Intel,AMD Radeon,Business,Linux,1337.18
LAP-007049,SN-22208506,2024-01-16,8,1024.0,15.6,2.19,13.1,Acer,Intel,Integrada,Business,ChromeOS,673.33
LAP-018039,SN-97565133,2023-10-09,16,1024.0,15.6,1.42,6.1,MSI,AMD,AMD Radeon,Ultrabook,Windows,1249.48
LAP-015961,SN-58112205,2021-08-23,64,512.0,16.1,,8.3,Asus,AMD,NVIDIA,Ultrabook,Windows,1966.15
LAP-007952,SN-89748900,2024-11-12,16,256.0,15.6,1.32,6.4,Samsung,Intel,AMD Radeon,Ultrabook,Windows,1066.87
LAP-005166,SN-91195754,2021-04-07,16,256.0,15.9,2.48,7.4,Apple,Intel,NVIDIA,2 en 1,Windows,1883.87
LAP-010245,SN-46918470,2023-01-18,4,512.0,13.3,2.22,12.4,Asus,Intel,NVIDIA,Notebook,Windows,1028.29
LAP-016143,SN-63413354,2021-12-07,16,512.0,15.6,1.99,8.6,Acer,Intel,NVIDIA,Gaming,Windows,1566.34
LAP-019797,SN-94593234,2021-09-19,8,512.0,15.6,1.53,8.0,Apple,Intel,Integrada,Ultrabook,Windows,1193.56
LAP-008405,SN-77346361,2022-04-05,16,256.0,14.0,2.37,5.7,Dell,AMD,NVIDIA,Ultrabook,Linux,1009.16
LAP-006371,SN-82886858,2024-12-20,8,1024.0,15.9,1.24,16.0,Dell,AMD,NVIDIA,Notebook,Windows,1204.98
LAP-001148,SN-90426701,2021-11-21,16,512.0,15.5,1.43,8.4,Apple,Intel,Integrada,Ultrabook,Windows,1625.58
LAP-016693,SN-44910733,2023-03-20,16,512.0,13.9,2.82,3.6,Apple,AMD,NVIDIA,Gaming,Linux,2194.26
LAP-017449,SN-98950658,2024-04-07,32,512.0,15.7,1.89,10.0,Acer,AMD,NVIDIA,Business,Windows,1399.88
LAP-001070,SN-21291566,2024-09-18,16,256.0,15.5,2.61,7.3,Apple,Apple Silicon,AMD Radeon,2 en 1,macOS,1520.18
LAP-002029,SN-92964830,2023-06-13,16,512.0,15.6,0.9,8.2,Lenovo,Intel,Integrada,Ultrabook,Windows,961.33
LAP-005118,SN-29767138,2024-06-02,8,256.0,15.6,1.64,5.5,MSI,Intel,NVIDIA,Notebook,Linux,1074.07
LAP-016505,SN-46241250,2022-12-07,8,512.0,15.6,1.2,8.0,Apple,AMD,Integrada,2 en 1,Windows,1263.03
LAP-010434,SN-20834180,2024-03-20,8,512.0,16.0,2.51,7.6,Acer,Intel,Integrada,Notebook,Windows,352.88
LAP-014562,SN-98805445,2023-11-28,16,256.0,15.6,1.48,5.9,Dell,AMD,Integrada,Business,Windows,626.41
LAP-014731,SN-25143892,2024-11-09,64,128.0,15.5,1.33,,Dell,AMD,Integrada,Notebook,ChromeOS,1197.25
LAP-004535,SN-57035259,2023-01-28,16,512.0,13.2,1.3,4.8,Acer,AMD,Integrada,2 en 1,ChromeOS,765.72
LAP-017822,SN-84377115,2021-10-17,16,256.0,15.7,2.63,8.5,Lenovo,AMD,AMD Radeon,Gaming,Linux,1369.33
LAP-013127,SN-16361096,2022-05-20,64,1024.0,15.6,1.66,9.9,Samsung,Intel,NVIDIA,2 en 1,Windows,2116.76
LAP-005284,SN-65100738,2024-05-11,32,256.0,14.0,1.35,8.1,Samsung,Intel,Integrada,2 en 1,Windows,917.88
LAP-009350,SN-12149630,2024-05-20,32,512.0,16.0,1.7,8.0,Apple,Intel,Integrada,2 en 1,Windows,1416.09
LAP-009428,SN-94520210,2023-10-14,8,512.0,15.6,1.96,10.7,Asus,Intel,NVIDIA,Ultrabook,Linux,1198.4
LAP-001440,SN-98434135,2024-09-14,16,256.0,15.9,2.18,4.7,MSI,Intel,Integrada,Ultrabook,Windows,935.92
LAP-018073,SN-65828292,2024-08-18,8,512.0,16.0,1.59,8.3,Samsung,Intel,NVIDIA,Business,Linux,1068.74
LAP-000736,SN-16247712,2021-05-18,4,256.0,15.5,0.9,10.8,Apple,Intel,Integrada,Notebook,Windows,1151.34
LAP-006353,SN-89493794,2022-06-21,4,512.0,13.2,2.27,7.2,MSI,AMD,NVIDIA,Business,ChromeOS,1095.04
LAP-010502,SN-36451132,2021-11-02,8,1024.0,17.4,1.43,11.9,Apple,Intel,Integrada,Notebook,Windows,1372.0
LAP-003586,SN-62500408,2024-03-29,16,512.0,13.9,1.95,6.2,Asus,Intel,AMD Radeon,Ultrabook,Windows,1103.74
LAP-016827,SN-30542832,2022-10-05,32,1024.0,13.2,2.08,8.7,Lenovo,Apple Silicon,NVIDIA,Ultrabook,macOS,1742.49
LAP-016512,SN-84641069,2022-05-20,8,512.0,14.0,2.9,7.6,Acer,Intel,Integrada,Gaming,Windows,904.55
LAP-003814,SN-72878945,2021-05-29,32,512.0,14.1,,11.1,Asus,Intel,AMD Radeon,2 en 1,Linux,1211.77
LAP-010778,SN-70000822,2023-07-16,16,256.0,14.0,2.41,6.5,Lenovo,Intel,NVIDIA,Gaming,Windows,1476.1
LAP-004003,SN-57229151,2022-11-07,4,256.0,13.3,1.67,10.1,Asus,Intel,NVIDIA,2 en 1,Windows,1023.67
LAP-018499,SN-60732488,2023-12-27,8,1024.0,13.3,1.82,9.8,MSI,AMD,Integrada,Notebook,Linux,741.78
LAP-011223,SN-85863962,2021-03-08,8,256.0,15.6,2.46,7.5,Apple,Apple Silicon,Integrada,2 en 1,macOS,1329.79
LAP-010779,SN-32131713,2022-05-26,32,1024.0,13.3,2.1,11.0,Samsung,AMD,NVIDIA,Notebook,Windows,1438.67
LAP-016022,SN-28826651,2023-12-02,8,256.0,16.0,1.33,4.8,Acer,Intel,Integrada,Business,Linux,459.03
LAP-002078,SN-79472953,2021-04-14,8,1024.0,15.6,1.86,7.4,Lenovo,Intel,Integrada,Business,Linux,785.08
LAP-009686,SN-66781060,2022-08-19,16,512.0,13.3,1.5,8.1,Apple,Intel,NVIDIA,2 en 1,Windows,1865.58
LAP-018301,SN-25889784,2024-04-26,16,256.0,13.3,1.87,12.3,Lenovo,Intel,AMD Radeon,Notebook,Windows,799.7
LAP-019441,SN-81255671,2024-11-27,8,256.0,16.0,2.58,8.7,Apple,Intel,AMD Radeon,Ultrabook,Windows,1657.42
LAP-017594,SN-43650496,2024-05-31,16,1024.0,13.3,1.4,8.8,Acer,Apple Silicon,AMD Radeon,Ultrabook,macOS,1105.07
LAP-010188,SN-71276280,2021-08-01,8,256.0,16.0,1.83,8.0,Dell,AMD,Integrada,Business,Windows,541.22
LAP-014955,SN-51737691,2021-03-28,64,512.0,15.5,2.02,8.8,Lenovo,AMD,Integrada,Notebook,Windows,1230.06
LAP-019867,SN-84924028,2022-03-07,32,2048.0,16.0,1.29,14.5,HP,Intel,AMD Radeon,2 en 1,Windows,1589.78
LAP-012829,SN-86659379,2021-11-25,8,256.0,15.6,2.89,5.7,Acer,Intel,NVIDIA,Gaming,Windows,1373.05
LAP-018241,SN-72215478,2021-11-04,16,1024.0,15.6,1.54,9.2,Acer,Intel,NVIDIA,2 en 1,Windows,1331.43
LAP-001124,SN-48285326,2024-08-10,32,128.0,15.6,2.3,9.7,MSI,Apple Silicon,NVIDIA,Notebook,macOS,1229.44
LAP-010741,SN-55472850,2021-05-24,32,512.0,13.4,1.26,12.1,HP,Apple Silicon,NVIDIA,Ultrabook,macOS,1493.2
LAP-016312,SN-18363506,2021-06-18,8,256.0,15.5,1.89,9.5,Lenovo,Intel,Integrada,Business,Windows,669.77
LAP-013298,SN-83483368,2021-08-19,4,256.0,17.3,1.71,7.3,HP,Intel,NVIDIA,Notebook,Windows,831.47
LAP-011240,SN-19460848,2021-12-16,16,512.0,13.2,2.26,9.5,Apple,Intel,Integrada,Ultrabook,Windows,1439.55
LAP-000625,SN-35704158,2023-05-14,16,1024.0,13.3,1.9,10.8,HP,AMD,Integrada,Business,Linux,813.72
LAP-005078,SN-37814255,2024-06-07,32,1024.0,17.4,0.9,4.7,MSI,AMD,Integrada,2 en 1,Windows,1545.86
LAP-007193,SN-66275978,2022-01-28,8,128.0,16.0,1.3,5.9,MSI,Intel,Integrada,Business,Linux,638.04
LAP-014307,SN-68415541,2021-09-23,8,256.0,13.2,1.29,7.8,Acer,Apple Silicon,Integrada,Business,macOS,578.49
LAP-010831,SN-97564492,2022-08-21,16,512.0,13.3,1.98,7.9,Asus,Intel,Integrada,Business,Linux,774.02
LAP-002577,SN-71558821,2023-02-15,8,512.0,13.9,1.76,7.4,Asus,Apple Silicon,Integrada,Ultrabook,macOS,789.84
LAP-015608,SN-38487893,2023-10-03,16,1024.0,13.4,2.01,6.7,Dell,Apple Silicon,NVIDIA,2 en 1,macOS,1325.16
LAP-000035,SN-63589440,2022-06-01,8,1024.0,15.6,1.43,3.7,Dell,Apple Silicon,AMD Radeon,Business,macOS,1075.58
LAP-011640,SN-85120489,2022-09-18,32,128.0,14.0,1.77,7.2,Acer,AMD,NVIDIA,Ultrabook,Windows,1387.09
LAP-010046,SN-73054264,2023-09-16,8,512.0,15.9,1.53,8.2,Asus,AMD,NVIDIA,Ultrabook,Windows,1323.05
LAP-006811,SN-85077979,2022-11-15,8,1024.0,15.9,1.23,5.7,MSI,Apple Silicon,Integrada,Gaming,macOS,1493.67
LAP-004835,SN-32837398,2023-12-06,16,256.0,15.6,2.59,8.8,Acer,Intel,NVIDIA,Notebook,Windows,703.07
LAP-002401,SN-50603878,2022-02-15,8,512.0,13.9,1.46,8.9,Acer,AMD,Integrada,Business,Windows,472.13
LAP-018811,SN-33725278,2021-06-19,4,256.0,13.3,1.8,7.4,Acer,Intel,Integrada,2 en 1,Windows,458.69
LAP-003085,SN-78997638,2021-08-02,32,256.0,15.7,2.88,9.4,Lenovo,AMD,NVIDIA,Gaming,Linux,1742.98
LAP-003983,SN-35979790,2021-04-25,8,512.0,15.6,2.57,8.3,Apple,AMD,AMD Radeon,2 en 1,Windows,1681.73
LAP-015692,SN-80067928,2022-08-08,8,2048.0,13.3,3.04,7.0,Dell,Intel,NVIDIA,Gaming,Windows,1814.64
LAP-015587,SN-93741369,2023-12-13,16,256.0,14.0,,3.4,Asus,AMD,Integrada,Gaming,Linux,861.47
LAP-014361,SN-67454716,2023-01-09,16,512.0,15.6,1.16,4.8,Lenovo,AMD,AMD Radeon,Notebook,Windows,752.91
LAP-013337,SN-69716529,2023-12-09,32,512.0,16.0,2.03,6.6,HP,Intel,Integrada,Business,Windows,1015.42
LAP-015871,SN-75054278,2024-09-15,8,256.0,17.3,1.43,5.8,Lenovo,Intel,Integrada,2 en 1,Windows,728.04
LAP-014610,SN-46158350,2024-05-02,16,1024.0,14.0,1.71,12.2,MSI,Intel,Integrada,Notebook,Windows,795.63
LAP-017002,SN-60406660,2024-06-07,8,512.0,16.0,2.43,8.3,MSI,Intel,Integrada,Ultrabook,ChromeOS,876.0
LAP-011665,SN-61698879,2024-03-09,16,256.0,13.3,2.51,12.5,Lenovo,Intel,AMD Radeon,Gaming,Windows,1388.7
LAP-014918,SN-72031266,2022-11-27,16,256.0,15.6,1.58,9.0,Lenovo,Intel,Integrada,Notebook,Windows,534.32
LAP-012548,SN-26584095,2021-06-09,16,512.0,13.3,1.74,5.9,Dell,AMD,NVIDIA,Ultrabook,Windows,1269.88
LAP-015046,SN-33226661,2021-03-09,16,128.0,16.0,1.34,10.0,Samsung,Intel,AMD Radeon,Notebook,Windows,833.19
LAP-012540,SN-54411301,2021-06-24,16,256.0,13.9,2.7,6.6,MSI,Intel,AMD Radeon,2 en 1,Windows,1020.06
LAP-001941,SN-44415099,2023-08-13,16,256.0,15.6,,5.6,Lenovo,Intel,NVIDIA,Ultrabook,Linux,1286.75
LAP-005232,SN-79644497,2023-01-27,64,512.0,13.3,1.72,9.0,Lenovo,Intel,Integrada,Notebook,Windows,984.17
LAP-006052,SN-52232274,2022-11-19,4,1024.0,15.6,1.28,5.0,Asus,Apple Silicon,Integrada,2 en 1,macOS,857.17
LAP-009472,SN-42583455,2022-01-18,8,512.0,14.0,1.65,4.2,MSI,Intel,NVIDIA,Notebook,Windows,1054.79
LAP-003021,SN-31339366,2023-08-18,16,1024.0,17.4,2.42,4.3,HP,Intel,Integrada,Ultrabook,Windows,987.28
LAP-005873,SN-24992020,2024-04-25,32,512.0,15.6,2.4,10.4,Lenovo,AMD,Integrada,Notebook,Windows,783.41
LAP-004602,SN-98103209,2024-06-23,16,128.0,14.0,2.21,6.4,Lenovo,AMD,Integrada,Gaming,ChromeOS,1034.39
LAP-004050,SN-96939177,2021-07-07,16,256.0,16.0,2.37,11.7,Lenovo,Intel,AMD Radeon,Ultrabook,Windows,1183.94
LAP-019777,SN-88989723,2024-04-16,16,2048.0,14.0,2.77,4.6,Dell,Intel,NVIDIA,Gaming,ChromeOS,1839.26
LAP-003719,SN-81319611,2022-05-29,4,128.0,14.1,1.52,6.9,Lenovo,Intel,Integrada,2 en 1,Windows,611.5
LAP-012720,SN-60789838,2023-08-11,4,2048.0,14.0,2.22,9.9,Acer,Intel,Integrada,Notebook,Linux,791.92
LAP-013145,SN-77307704,2023-12-17,32,512.0,17.3,2.26,5.8,Apple,Intel,NVIDIA,Ultrabook,Windows,2001.66
LAP-000866,SN-88360105,2021-01-30,32,512.0,15.5,1.44,6.6,MSI,Intel,Integrada,2 en 1,Windows,1048.96
LAP-005246,SN-91561906,2024-02-27,32,,15.5,2.61,6.7,Acer,AMD,Integrada,Gaming,Windows,1200.16
LAP-013352,SN-16117777,2024-09-18,8,256.0,14.1,1.69,10.0,Lenovo,Intel,AMD Radeon,Business,Windows,892.0
LAP-017411,SN-14869119,2023-03-01,16,256.0,14.0,,9.7,Asus,Intel,NVIDIA,Business,Linux,1407.98
LAP-008178,SN-47733783,2023-11-09,8,,14.0,3.53,9.6,Apple,AMD,NVIDIA,Gaming,Windows,1920.37
LAP-000938,SN-57091298,2022-08-22,16,512.0,15.7,1.95,9.9,Asus,Intel,Integrada,Business,Windows,931.47
LAP-012741,SN-64085793,2024-09-12,32,128.0,15.6,1.51,6.3,Samsung,Intel,Integrada,Business,Windows,891.11
LAP-001747,SN-20222191,2021-06-12,8,256.0,16.0,1.16,8.4,Asus,Intel,NVIDIA,Notebook,Windows,1038.93
LAP-010510,SN-78721583,2023-05-13,16,256.0,15.6,1.69,8.4,Acer,Intel,NVIDIA,Notebook,Windows,803.33
LAP-016060,SN-66474332,2024-03-12,4,1024.0,13.2,1.64,7.7,Dell,Intel,Integrada,2 en 1,Windows,633.3
LAP-011978,SN-58061662,2023-07-12,16,256.0,14.0,1.81,10.4,Samsung,Intel,Integrada,Notebook,Windows,741.1
LAP-009481,SN-64982242,2021-09-10,8,2048.0,14.0,1.98,6.8,HP,Intel,AMD Radeon,Ultrabook,ChromeOS,1453.63
LAP-017731,SN-73249396,2024-12-13,32,256.0,14.0,1.73,4.2,Asus,AMD,NVIDIA,2 en 1,Windows,1395.37
LAP-016751,SN-91668351,2023-08-07,16,256.0,13.9,1.72,5.2,Acer,AMD,Integrada,Notebook,Windows,437.1
LAP-009343,SN-93228742,2022-11-29,8,512.0,15.6,2.59,8.9,Lenovo,AMD,Integrada,2 en 1,Windows,847.11
LAP-014723,SN-80455876,2021-07-30,4,256.0,13.2,0.9,5.3,MSI,Intel,Integrada,2 en 1,Windows,640.9
LAP-003623,SN-10278846,2023-03-27,4,2048.0,14.1,1.7,10.2,Asus,Apple Silicon,Integrada,Notebook,macOS,826.38
LAP-008744,SN-68173428,2021-09-18,32,1024.0,16.0,2.28,11.2,Asus,Intel,NVIDIA,Gaming,ChromeOS,1867.88
LAP-004224,SN-17579097,2022-09-04,4,1024.0,14.0,2.51,8.2,MSI,Intel,AMD Radeon,Business,ChromeOS,1113.62
LAP-006161,SN-42718591,2024-05-10,16,1024.0,16.0,2.92,6.7,HP,Intel,AMD Radeon,Gaming,Windows,1415.47
LAP-003809,SN-33435383,2021-09-07,8,1024.0,13.3,1.5,8.2,Acer,Apple Silicon,Integrada,Business,macOS,813.62
LAP-011681,SN-10956969,2022-06-06,8,256.0,15.6,1.76,8.0,Asus,AMD,AMD Radeon,Ultrabook,Windows,773.11
LAP-012976,SN-81776762,2022-02-25,16,512.0,17.3,1.46,8.5,Asus,Intel,Integrada,Notebook,Windows,615.45
LAP-016585,SN-72954570,2022-07-23,32,512.0,17.2,2.01,,Asus,AMD,Integrada,Notebook,Linux,1009.76
LAP-000088,SN-79100939,2024-12-14,32,2048.0,15.6,0.9,9.9,MSI,Intel,Integrada,Business,Linux,1514.11
LAP-008792,SN-90766071,2023-10-19,8,,15.6,2.07,6.1,Acer,AMD,NVIDIA,Ultrabook,Linux,1166.4
LAP-017017,SN-58371322,2021-09-03,8,256.0,15.6,1.61,7.1,Samsung,AMD,NVIDIA,Business,Linux,1124.49
