house_id,listing_address,sale_date,lot_area,year_built,bedrooms,bathrooms,garage_cars,neighborhood,house_style,overall_qual,central_air,sale_condition,sale_price
HOUSE-007197,7310 Main St #7197,2024-09-14,8196.0,1957.0,1,1.5,2.0,Somerst,2Story,9,Y,Partial,325367.0
HOUSE-014620,5853 Main St #14620,2024-12-19,3275.0,1928.0,1,2.0,0.0,Edwards,2Story,7,Y,Normal,211679.0
HOUSE-007958,2787 Main St #7958,2023-03-20,3648.0,1985.0,1,,0.0,NridgHt,1.5Fin,7,Y,Normal,263111.0
HOUSE-009962,5366 Main St #9962,2023-04-29,7768.0,,5,1.5,2.0,Sawyer,SLvl,9,Y,Normal,337855.0
HOUSE-010223,7998 Main St #10223,2021-09-14,5114.0,2022.0,2,3.5,1.0,Edwards,SFoyer,1,Y,Normal,194412.0
HOUSE-014746,8856 Main St #14746,2020-07-29,6084.0,1963.0,3,3.5,3.0,NWAmes,SFoyer,2,Y,Normal,150105.0
HOUSE-019253,327 Main St #19253,2020-05-06,2894.0,2003.0,3,2.5,4.0,NWAmes,SFoyer,1,Y,Normal,149490.0
HOUSE-000971,4285 Main St #971,2020-09-23,9234.0,,3,2.0,,CollegeCr,1.5Fin,8,Y,Abnormal,264840.0
HOUSE-011090,6711 Main St #11090,2020-06-19,3539.0,1957.0,4,3.5,,NridgHt,2Story,6,Y,Normal,292776.0
HOUSE-015403,3363 Main St #15403,2024-12-04,6440.0,2009.0,4,3.5,4.0,Gilbert,1.5Fin,4,Y,Normal,267568.0
HOUSE-007811,1041 Main St #7811,2020-12-25,4920.0,1916.0,6,4.0,1.0,NridgHt,SLvl,8,Y,Normal,348243.0
HOUSE-004068,5668 Main St #4068,2022-07-08,4268.0,,3,3.5,3.0,Gilbert,2Story,8,Y,Normal,377757.0
HOUSE-003733,3339 Main St #3733,2024-05-12,4152.0,1936.0,3,3.0,1.0,OldTown,2Story,9,Y,Normal,289437.0
HOUSE-010312,6813 Main St #10312,2020-08-11,4316.0,1909.0,4,3.0,4.0,CollegeCr,SLvl,10,Y,Normal,273712.0
HOUSE-000812,1538 Main St #812,2022-09-13,5062.0,2004.0,1,2.5,4.0,Edwards,2.5Unf,3,Y,Normal,245457.0
HOUSE-014206,3584 Main St #14206,2020-09-28,10945.0,,2,2.5,1.0,NWAmes,2.5Unf,3,Y,Normal,190844.0
HOUSE-009820,6849 Main St #9820,2023-04-12,9418.0,1978.0,5,4.0,2.0,Somerst,1.5Fin,5,Y,Normal,362360.0
HOUSE-009509,6823 Main St #9509,2021-10-16,5730.0,1939.0,4,1.5,1.0,OldTown,SFoyer,8,Y,Normal,265299.0
HOUSE-003702,4639 Main St #3702,2023-05-29,8230.0,1930.0,6,1.5,1.0,Sawyer,2.5Unf,1,Y,Normal,180105.0
HOUSE-004525,5380 Main St #4525,2020-12-14,6593.0,1968.0,4,2.0,2.0,Gilbert,SLvl,6,Y,Normal,282856.0
HOUSE-003488,5532 Main St #3488,2022-06-18,2909.0,2012.0,1,1.5,0.0,Sawyer,1Story,1,Y,Normal,150091.0
HOUSE-018235,4217 Main St #18235,2022-01-25,7039.0,2012.0,6,2.5,2.0,Sawyer,2.5Unf,9,Y,Normal,398090.0
HOUSE-004739,149 Main St #4739,2022-02-27,6333.0,1943.0,1,1.0,2.0,Edwards,2.5Unf,7,Y,Normal,239678.0
HOUSE-017592,7652 Main St #17592,2022-05-28,4699.0,,3,4.0,1.0,OldTown,2.5Unf,4,Y,Family,251458.0
HOUSE-012824,2083 Main St #12824,2021-02-15,,1929.0,2,1.5,2.0,Somerst,2.5Unf,6,Y,Normal,299691.0
HOUSE-018917,4023 Main St #18917,2024-08-30,5645.0,2017.0,4,2.5,,Gilbert,1Story,3,Y,Family,218070.0
HOUSE-000351,5905 Main St #351,2023-09-28,5484.0,1925.0,5,3.5,0.0,Sawyer,1Story,2,Y,Normal,186439.0
HOUSE-003302,4475 Main St #3302,2023-04-26,5226.0,1995.0,2,2.5,1.0,OldTown,2Story,7,Y,Normal,285184.0
HOUSE-016313,2276 Main St #16313,2024-06-05,7738.0,1992.0,6,3.5,4.0,OldTown,2Story,7,Y,Normal,325262.0
HOUSE-018430,2375 Main St #18430,2024-08-05,7392.0,1946.0,2,2.5,2.0,Sawyer,1.5Fin,7,Y,Normal,251541.0
HOUSE-018156,2058 Main St #18156,2021-09-12,5165.0,1948.0,6,3.5,2.0,NWAmes,2.5Unf,3,Y,Normal,218092.0
HOUSE-010069,306 Main St #10069,2020-09-08,4618.0,1915.0,4,4.0,0.0,CollegeCr,SLvl,2,Y,Normal,79006.0
HOUSE-007070,7640 Main St #7070,2021-09-21,4500.0,1996.0,3,3.5,1.0,NWAmes,2Story,4,Y,Normal,256508.0
HOUSE-018315,2954 Main St #18315,2020-12-07,8298.0,1901.0,4,1.5,0.0,CollegeCr,2Story,3,Y,Normal,159396.0
HOUSE-016256,761 Main St #16256,2024-05-25,4266.0,2009.0,3,,2.0,CollegeCr,1Story,8,Y,Normal,297510.0
HOUSE-013475,2502 Main St #13475,2024-11-10,5059.0,1942.0,4,3.5,3.0,Somerst,1Story,9,Y,Normal,386631.0
HOUSE-004577,8963 Main St #4577,2023-12-10,5976.0,1902.0,5,1.0,4.0,OldTown,2.5Unf,10,Y,Normal,272310.0
HOUSE-016815,6458 Main St #16815,2024-02-24,6468.0,1924.0,1,1.0,0.0,Gilbert,SFoyer,4,Y,Partial,136427.0
HOUSE-019362,4162 Main St #19362,2021-06-09,5851.0,1926.0,1,2.5,0.0,Somerst,SFoyer,9,N,Abnormal,369191.0
HOUSE-017240,432 Main St #17240,2021-09-26,3110.0,1907.0,2,3.0,0.0,NridgHt,2.5Unf,8,Y,Partial,279141.0
HOUSE-016475,210 Main St #16475,2021-04-07,3146.0,1938.0,4,2.5,1.0,Edwards,2Story,9,N,Normal,276598.0
HOUSE-008830,5919 Main St #8830,2023-06-12,8821.0,1918.0,5,1.5,1.0,NWAmes,1.5Fin,9,Y,Normal,316515.0
HOUSE-005825,4373 Main St #5825,2022-03-22,4447.0,1905.0,6,1.5,2.0,Somerst,SLvl,4,Y,Normal,228163.0
HOUSE-012190,4843 Main St #12190,2024-01-01,2864.0,2011.0,5,1.5,3.0,Gilbert,1.5Fin,9,Y,Family,319521.0
HOUSE-004400,845 Main St #4400,2021-01-16,3398.0,1959.0,4,3.0,1.0,Somerst,2.5Unf,10,N,Normal,378017.0
HOUSE-008892,1400 Main St #8892,2024-03-08,4153.0,1911.0,2,3.0,2.0,NridgHt,2.5Unf,5,Y,Normal,268732.0
HOUSE-000980,9027 Main St #980,2020-11-07,3949.0,2004.0,6,1.0,2.0,CollegeCr,1Story,8,Y,Normal,286382.0
HOUSE-018776,8340 Main St #18776,2021-05-23,5000.0,1988.0,2,,4.0,NridgHt,SLvl,10,Y,Normal,370860.0
HOUSE-019235,9088 Main St #19235,2024-05-04,7065.0,1955.0,6,3.5,1.0,Somerst,1.5Fin,3,Y,Normal,246263.0
HOUSE-014533,2578 Main St #14533,2022-02-17,5221.0,1914.0,5,1.5,2.0,CollegeCr,2.5Unf,4,Y,Normal,159445.0
HOUSE-019951,8555 Main St #19951,2022-08-07,6484.0,2004.0,2,1.0,4.0,Gilbert,1.5Fin,5,Y,Normal,225544.0
HOUSE-007199,4723 Main St #7199,2022-12-03,7196.0,2007.0,2,,1.0,Gilbert,1Story,3,Y,Partial,210773.0
HOUSE-000503,1580 Main St #503,2020-04-20,3958.0,1946.0,3,3.0,4.0,NridgHt,1Story,1,Y,Normal,189975.0
HOUSE-016794,6351 Main St #16794,2021-11-12,3534.0,1992.0,3,3.5,1.0,Edwards,1.5Fin,5,Y,Normal,305272.0
HOUSE-002948,536 Main St #2948,2023-08-31,3981.0,2009.0,4,,4.0,NWAmes,SFoyer,8,Y,Abnormal,345669.0
HOUSE-016683,5748 Main St #16683,2021-08-23,5832.0,1988.0,6,4.0,1.0,Somerst,2.5Unf,5,Y,Normal,326899.0
HOUSE-000438,4483 Main St #438,2022-05-21,3235.0,1919.0,1,,2.0,Gilbert,1Story,7,Y,Normal,170625.0
HOUSE-018846,6753 Main St #18846,2022-07-27,2909.0,1936.0,6,4.0,3.0,CollegeCr,SFoyer,4,Y,Family,195978.0
HOUSE-008773,2778 Main St #8773,2024-05-24,4375.0,1945.0,4,3.0,1.0,NWAmes,2.5Unf,6,Y,Normal,240715.0
HOUSE-011270,5109 Main St #11270,2020-08-04,4988.0,1988.0,6,2.5,2.0,CollegeCr,2.5Unf,8,Y,Partial,351180.0
HOUSE-012543,4612 Main St #12543,2020-11-05,6615.0,1959.0,6,1.5,0.0,Gilbert,2Story,9,Y,Normal,297753.0
HOUSE-009334,6760 Main St #9334,2024-07-23,1788.0,1938.0,5,4.0,3.0,CollegeCr,1Story,4,Y,Normal,209704.0
HOUSE-008784,8364 Main St #8784,2020-11-17,5198.0,1920.0,4,3.0,3.0,Sawyer,1Story,9,Y,Normal,288129.0
HOUSE-019351,9280 Main St #19351,2022-08-15,4498.0,1912.0,1,2.0,1.0,Somerst,SFoyer,3,N,Normal,178268.0
HOUSE-006242,6779 Main St #6242,2020-05-16,3538.0,1903.0,1,3.5,1.0,NWAmes,SFoyer,6,Y,Normal,203307.0
HOUSE-017430,3067 Main St #17430,2022-07-26,4849.0,1989.0,3,1.0,1.0,Gilbert,SFoyer,10,Y,Normal,342414.0
HOUSE-010246,7297 Main St #10246,2020-06-05,6775.0,1939.0,1,1.5,4.0,Gilbert,1Story,2,Y,Partial,156230.0
HOUSE-013725,5799 Main St #13725,2022-08-07,10903.0,1931.0,3,1.5,1.0,OldTown,1.5Fin,2,Y,Normal,137196.0
HOUSE-002140,2124 Main St #2140,2022-02-04,2266.0,1977.0,3,1.5,2.0,OldTown,1Story,7,Y,Normal,266191.0
HOUSE-001527,7571 Main St #1527,2024-03-23,3289.0,1900.0,1,2.5,3.0,CollegeCr,1Story,8,Y,Normal,222152.0
HOUSE-010280,3790 Main St #10280,2021-06-22,4669.0,1971.0,4,2.0,3.0,Sawyer,1.5Fin,7,Y,Normal,275156.0
HOUSE-015280,5698 Main St #15280,2023-03-06,4628.0,1987.0,1,1.0,2.0,Gilbert,1.5Fin,8,Y,Normal,236703.0
HOUSE-007109,4530 Main St #7109,2024-09-26,4138.0,1966.0,6,2.0,2.0,Sawyer,SFoyer,4,Y,Normal,219134.0
HOUSE-017597,9461 Main St #17597,2020-09-25,4959.0,1998.0,2,1.0,3.0,NridgHt,SLvl,2,Y,Abnormal,246547.0
HOUSE-018353,7471 Main St #18353,2024-03-07,6970.0,2020.0,5,2.5,1.0,CollegeCr,SLvl,2,Y,Normal,243552.0
HOUSE-010845,2644 Main St #10845,2020-02-02,3290.0,1995.0,4,2.0,4.0,OldTown,1.5Fin,9,N,Normal,311507.0
HOUSE-007873,2250 Main St #7873,2021-07-01,3917.0,2002.0,4,4.0,3.0,CollegeCr,SLvl,2,Y,Normal,231081.0
HOUSE-012065,5303 Main St #12065,2022-05-24,8259.0,1922.0,3,2.0,0.0,NridgHt,SLvl,2,Y,Normal,241489.0
HOUSE-009681,1960 Main St #9681,2023-01-07,7295.0,2010.0,5,2.5,0.0,OldTown,1Story,10,N,Normal,387020.0
HOUSE-014105,2643 Main St #14105,2023-09-30,5853.0,1981.0,3,2.5,4.0,Sawyer,SLvl,6,Y,Normal,245000.0
HOUSE-012947,7380 Main St #12947,2024-12-27,4542.0,2009.0,2,1.0,1.0,Somerst,2.5Unf,6,Y,Partial,275337.0
HOUSE-009585,9270 Main St #9585,2020-03-05,3336.0,1965.0,2,2.5,1.0,CollegeCr,SFoyer,4,Y,Normal,258379.0
HOUSE-002112,6469 Main St #2112,2024-02-06,4276.0,1995.0,2,2.5,0.0,NWAmes,2.5Unf,2,Y,Normal,204313.0
HOUSE-000828,9855 Main St #828,2023-06-25,3375.0,1901.0,4,3.0,1.0,Sawyer,2.5Unf,6,Y,Normal,225157.0
HOUSE-008280,4234 Main St #8280,2021-12-07,7442.0,2002.0,1,4.0,1.0,CollegeCr,SLvl,9,Y,Abnormal,385046.0
HOUSE-007220,1664 Main St #7220,2020-01-04,1614.0,,5,2.5,2.0,OldTown,SFoyer,3,Y,Normal,185469.0
HOUSE-010311,2287 Main St #10311,2024-10-08,,1924.0,2,1.0,4.0,Somerst,1Story,8,Y,Normal,271198.0
HOUSE-005859,7733 Main St #5859,2022-06-08,3439.0,1993.0,3,2.0,3.0,OldTown,SLvl,9,Y,Normal,363657.0
HOUSE-006075,4652 Main St #6075,2023-03-11,8194.0,2013.0,4,1.5,0.0,Somerst,2Story,6,Y,Normal,379131.0
HOUSE-004375,7617 Main St #4375,2021-08-15,3191.0,1982.0,1,1.0,3.0,Edwards,2Story,1,Y,Normal,117795.0
HOUSE-005449,5789 Main St #5449,2020-12-18,6174.0,1945.0,3,3.0,3.0,Sawyer,2Story,3,Y,Normal,168651.0
HOUSE-000385,8859 Main St #385,2022-08-27,6188.0,1970.0,6,2.0,3.0,Edwards,SFoyer,8,Y,Abnormal,342050.0
HOUSE-002270,2555 Main St #2270,2021-06-11,5844.0,,4,4.0,2.0,Somerst,SLvl,10,Y,Normal,429899.0
HOUSE-001870,7146 Main St #1870,2024-07-25,3211.0,2000.0,1,2.5,4.0,CollegeCr,SFoyer,5,Y,Normal,229431.0
HOUSE-002724,2696 Main St #2724,2022-06-23,3719.0,1937.0,4,3.0,4.0,Edwards,1.5Fin,2,Y,Normal,166216.0
HOUSE-012960,955 Main St #12960,2022-03-08,5220.0,1989.0,3,1.0,0.0,OldTown,1.5Fin,4,Y,Normal,232511.0
HOUSE-019445,2481 Main St #19445,2023-08-20,5017.0,2000.0,3,4.0,4.0,NWAmes,2.5Unf,7,Y,Normal,330120.0
HOUSE-001205,6268 Main St #1205,2022-07-10,4282.0,1957.0,4,2.5,2.0,NWAmes,SFoyer,6,Y,Abnormal,272703.0
HOUSE-005116,3488 Main St #5116,2021-08-25,4250.0,1921.0,5,3.0,1.0,OldTown,1Story,10,Y,Normal,302178.0
HOUSE-017571,1440 Main St #17571,2021-05-08,3678.0,2004.0,5,2.0,1.0,Somerst,1Story,1,N,Normal,220854.0
HOUSE-016128,7146 Main St #16128,2020-02-17,5523.0,1909.0,6,,0.0,Somerst,1.5Fin,4,Y,Normal,256530.0
HOUSE-004072,2700 Main St #4072,2023-03-10,3815.0,1916.0,6,1.0,4.0,NWAmes,SFoyer,10,Y,Normal,282476.0
HOUSE-012050,1980 Main St #12050,2024-08-07,5694.0,1998.0,3,4.0,3.0,Edwards,1Story,8,Y,Normal,347483.0
HOUSE-011622,8739 Main St #11622,2023-06-30,3034.0,1927.0,3,2.5,2.0,Somerst,1Story,6,Y,Normal,260027.0
HOUSE-009722,7990 Main St #9722,2024-01-16,4215.0,1963.0,2,4.0,,Edwards,SFoyer,1,Y,Normal,185396.0
HOUSE-001453,5672 Main St #1453,2020-09-02,3376.0,2022.0,3,2.0,2.0,Gilbert,1.5Fin,4,N,Normal,189167.0
HOUSE-003489,1121 Main St #3489,2023-12-27,4226.0,1990.0,5,3.5,1.0,NWAmes,SLvl,8,N,Normal,310840.0
HOUSE-007020,506 Main St #7020,2024-12-28,2409.0,1930.0,4,1.5,1.0,OldTown,2Story,7,Y,Normal,218958.0
HOUSE-018395,4567 Main St #18395,2020-01-28,6961.0,2001.0,1,2.0,4.0,Sawyer,1.5Fin,10,Y,Normal,306486.0
HOUSE-014685,7762 Main St #14685,2023-05-31,5242.0,1995.0,2,1.5,0.0,OldTown,1Story,7,Y,Normal,238935.0
HOUSE-007708,4413 Main St #7708,2020-07-17,3747.0,1905.0,4,1.0,1.0,Edwards,2.5Unf,3,Y,Normal,140766.0
HOUSE-013369,4828 Main St #13369,2021-07-22,2677.0,1961.0,4,1.0,1.0,CollegeCr,SLvl,3,Y,Normal,218128.0
HOUSE-002195,5722 Main St #2195,2022-07-16,2119.0,1969.0,1,4.0,2.0,OldTown,2.5Unf,4,Y,Normal,212535.0
HOUSE-010215,4495 Main St #10215,2024-12-09,3885.0,2001.0,4,3.0,1.0,Sawyer,2.5Unf,2,Y,Normal,195082.0
HOUSE-004345,1851 Main St #4345,2020-07-01,6803.0,2014.0,1,4.0,2.0,OldTown,2Story,8,Y,Normal,315746.0
HOUSE-011450,3989 Main St #11450,2024-03-30,3503.0,2017.0,3,2.0,4.0,CollegeCr,SFoyer,8,Y,Normal,322823.0
HOUSE-008099,8933 Main St #8099,2020-08-20,,1926.0,5,4.0,,NWAmes,SLvl,8,Y,Normal,259579.0
HOUSE-008694,3968 Main St #8694,2023-08-01,2248.0,2012.0,2,,1.0,CollegeCr,SFoyer,3,Y,Normal,200712.0
HOUSE-012489,6357 Main St #12489,2023-10-31,5713.0,1907.0,3,3.0,4.0,Sawyer,SLvl,3,Y,Normal,165797.0
HOUSE-012536,9002 Main St #12536,2022-12-03,3768.0,1996.0,6,3.0,2.0,Sawyer,2.5Unf,1,Y,Normal,194330.0
HOUSE-012838,4937 Main St #12838,2020-09-23,5431.0,2018.0,3,4.0,0.0,Sawyer,SFoyer,9,Y,Normal,358182.0
HOUSE-019515,9241 Main St #19515,2021-04-11,6560.0,2001.0,2,3.5,4.0,NWAmes,SFoyer,2,Y,Normal,207659.0
HOUSE-013719,3515 Main St #13719,2020-11-12,3301.0,1987.0,5,1.0,4.0,Gilbert,1.5Fin,3,Y,Normal,257861.0
HOUSE-012752,2757 Main St #12752,2020-08-21,4975.0,1913.0,1,2.5,3.0,Edwards,1.5Fin,6,Y,Normal,196244.0
HOUSE-012700,8886 Main St #12700,2020-07-10,4344.0,2011.0,2,,2.0,CollegeCr,1Story,2,Y,Normal,186357.0
HOUSE-009458,1596 Main St #9458,2023-03-07,5385.0,1946.0,2,2.5,4.0,Sawyer,1Story,8,Y,Normal,251847.0
HOUSE-002393,1492 Main St #2393,2024-11-12,4130.0,1983.0,2,3.0,2.0,NridgHt,SLvl,3,Y,Abnormal,259277.0
HOUSE-007250,6160 Main St #7250,2024-03-21,5590.0,1989.0,2,4.0,2.0,Somerst,2Story,2,Y,Normal,279228.0
HOUSE-002602,8627 Main St #2602,2023-08-13,3991.0,1926.0,6,1.0,3.0,Edwards,1Story,1,Y,Normal,142747.0
HOUSE-019044,5467 Main St #19044,2023-03-18,4115.0,2022.0,3,2.5,0.0,Sawyer,1Story,4,Y,Normal,289277.0
HOUSE-012122,5297 Main St #12122,2022-08-28,3563.0,2002.0,6,4.0,4.0,Gilbert,1.5Fin,2,N,Normal,245653.0
HOUSE-002930,2559 Main St #2930,2020-12-08,3012.0,1970.0,1,1.5,1.0,CollegeCr,SLvl,3,Y,Normal,167249.0
HOUSE-000606,79 Main St #606,2023-08-03,4335.0,1912.0,6,,4.0,OldTown,SFoyer,9,Y,Normal,298221.0
HOUSE-018660,6590 Main St #18660,2022-04-19,3605.0,1986.0,4,3.5,2.0,Sawyer,2Story,7,Y,Normal,291486.0
HOUSE-017296,4674 Main St #17296,2024-11-12,3818.0,1912.0,6,2.5,0.0,Somerst,SLvl,7,Y,Normal,331647.0
HOUSE-019121,4506 Main St #19121,2023-11-26,5061.0,1971.0,6,3.0,0.0,Sawyer,2.5Unf,9,Y,Partial,319469.0
HOUSE-008291,1537 Main St #8291,2021-04-29,3411.0,2005.0,5,4.0,2.0,Edwards,SFoyer,1,Y,Normal,217433.0
HOUSE-016016,5588 Main St #16016,2024-03-10,5405.0,1985.0,3,2.5,4.0,Somerst,2Story,6,Y,Normal,317412.0
HOUSE-004730,2565 Main St #4730,2020-11-15,6818.0,1905.0,5,2.5,2.0,NWAmes,1Story,4,Y,Normal,183473.0
HOUSE-016329,6728 Main St #16329,2022-03-11,2806.0,1983.0,2,3.5,1.0,OldTown,1Story,8,Y,Normal,311619.0
HOUSE-017684,2609 Main St #17684,2024-12-06,12970.0,1986.0,3,2.0,1.0,Gilbert,2Story,8,Y,Normal,322703.0
HOUSE-010551,333 Main St #10551,2021-02-08,5013.0,1929.0,4,3.0,3.0,CollegeCr,SLvl,2,Y,Normal,135550.0
HOUSE-010244,7746 Main St #10244,2022-01-12,4804.0,1999.0,3,1.0,3.0,Sawyer,1Story,9,Y,Normal,312782.0
HOUSE-018904,4902 Main St #18904,2023-03-01,3477.0,1960.0,6,3.0,3.0,Edwards,1.5Fin,2,Y,Normal,192903.0
HOUSE-004547,6480 Main St #4547,2020-06-17,7353.0,1965.0,4,2.0,4.0,Somerst,2.5Unf,5,Y,Normal,296780.0
HOUSE-014435,1718 Main St #14435,2021-12-25,7233.0,1906.0,6,4.0,2.0,OldTown,SLvl,4,Y,Normal,214279.0
HOUSE-015832,6669 Main St #15832,2020-03-01,5747.0,1958.0,6,4.0,2.0,OldTown,1Story,5,Y,Normal,278008.0
HOUSE-003486,120 Main St #3486,2021-12-14,8606.0,1996.0,4,3.5,2.0,NWAmes,SFoyer,8,Y,Family,352282.0
HOUSE-004140,5520 Main St #4140,2020-02-20,9805.0,1939.0,1,4.0,3.0,Sawyer,SFoyer,10,Y,Normal,362106.0
HOUSE-001321,8622 Main St #1321,2020-05-13,3315.0,1920.0,5,2.5,1.0,Somerst,2.5Unf,3,Y,Normal,241489.0
HOUSE-001862,2601 Main St #1862,2022-03-01,2720.0,1999.0,6,4.0,0.0,OldTown,SFoyer,5,Y,Normal,232555.0
HOUSE-015793,1949 Main St #15793,2023-04-05,6015.0,1958.0,5,1.5,0.0,Somerst,2Story,6,Y,Normal,294248.0
HOUSE-004667,5707 Main St #4667,2020-04-21,6612.0,1912.0,4,3.0,0.0,Gilbert,1.5Fin,3,Y,Normal,197726.0
HOUSE-009791,7859 Main St #9791,2020-04-08,8870.0,2020.0,4,4.0,2.0,Edwards,1Story,3,Y,Normal,250851.0
HOUSE-012655,5754 Main St #12655,2021-11-16,4725.0,1913.0,6,1.0,2.0,NridgHt,1Story,10,Y,Normal,351786.0
HOUSE-018653,4150 Main St #18653,2021-06-05,4768.0,1959.0,2,4.0,0.0,Gilbert,SLvl,8,Y,Normal,304462.0
HOUSE-013815,1400 Main St #13815,2024-12-23,4458.0,1928.0,1,1.0,4.0,Sawyer,SFoyer,1,Y,Normal,83431.0
HOUSE-002626,2629 Main St #2626,2023-11-27,7861.0,1988.0,4,1.5,3.0,NWAmes,SFoyer,6,Y,Abnormal,269427.0
HOUSE-015608,1519 Main St #15608,2022-04-24,4358.0,1963.0,4,1.0,0.0,CollegeCr,SLvl,8,Y,Normal,267003.0
HOUSE-005853,980 Main St #5853,2023-06-01,4288.0,1929.0,2,3.0,3.0,Somerst,1Story,10,Y,Normal,355728.0
HOUSE-017232,9170 Main St #17232,2022-06-03,11767.0,1920.0,6,4.0,1.0,Somerst,2.5Unf,9,N,Normal,443440.0
HOUSE-011056,6186 Main St #11056,2022-01-23,4908.0,1974.0,2,1.5,2.0,NridgHt,1Story,10,Y,Normal,418559.0
HOUSE-017704,44 Main St #17704,2020-07-04,4451.0,1916.0,6,1.0,0.0,Somerst,SFoyer,5,Y,Normal,233494.0
HOUSE-011914,4762 Main St #11914,2022-06-16,3671.0,1903.0,6,,2.0,OldTown,SFoyer,10,Y,Normal,209155.0
HOUSE-005735,2205 Main St #5735,2024-09-14,,2019.0,4,1.5,3.0,Edwards,2.5Unf,10,Y,Normal,358445.0
HOUSE-005642,4570 Main St #5642,2024-11-02,2673.0,1904.0,5,2.0,4.0,Edwards,SLvl,9,Y,Partial,216124.0
HOUSE-018442,2086 Main St #18442,2022-05-15,4448.0,1917.0,6,1.5,2.0,NridgHt,2.5Unf,2,Y,Normal,207669.0
HOUSE-005333,5122 Main St #5333,2024-08-07,,1914.0,4,4.0,0.0,NWAmes,2Story,4,Y,Abnormal,209569.0
HOUSE-005351,6566 Main St #5351,2022-09-02,5604.0,,2,1.5,4.0,Sawyer,2Story,10,Y,Normal,279624.0
HOUSE-009675,9497 Main St #9675,2024-06-12,6829.0,1938.0,4,4.0,1.0,CollegeCr,1.5Fin,3,Y,Partial,189531.0
HOUSE-011825,6949 Main St #11825,2024-07-05,3156.0,2022.0,6,1.0,2.0,Edwards,SFoyer,5,Y,Normal,273180.0
HOUSE-006153,4166 Main St #6153,2020-04-22,14326.0,2018.0,4,1.5,3.0,OldTown,2.5Unf,5,Y,Normal,284626.0
HOUSE-011213,4000 Main St #11213,2020-11-27,7829.0,1977.0,5,,0.0,Edwards,2Story,5,Y,Normal,290693.0
HOUSE-007569,997 Main St #7569,2022-12-09,3938.0,1990.0,2,3.0,4.0,Gilbert,1.5Fin,1,Y,Normal,139003.0
HOUSE-019598,9516 Main St #19598,2024-04-24,11072.0,1926.0,6,2.5,1.0,Sawyer,SLvl,9,Y,Normal,351318.0
HOUSE-008233,2622 Main St #8233,2023-03-06,6623.0,1985.0,2,4.0,,Sawyer,1Story,8,Y,Normal,309570.0
HOUSE-001056,2234 Main St #1056,2021-07-22,4422.0,1970.0,4,3.5,1.0,Edwards,SLvl,4,Y,Abnormal,238276.0
HOUSE-005019,7243 Main St #5019,2021-03-21,3455.0,2002.0,4,2.5,4.0,NWAmes,2Story,3,Y,Family,207125.0
HOUSE-005459,9267 Main St #5459,2020-10-24,8732.0,1955.0,3,2.0,1.0,Edwards,2Story,3,Y,Normal,215335.0
HOUSE-004450,877 Main St #4450,2020-10-05,9655.0,2021.0,3,2.0,2.0,Sawyer,SFoyer,9,Y,Partial,417548.0
HOUSE-002848,3800 Main St #2848,2023-12-27,6129.0,2002.0,1,2.0,0.0,NridgHt,SLvl,6,Y,Normal,339786.0
HOUSE-019113,9749 Main St #19113,2022-06-08,5874.0,1996.0,2,1.0,4.0,NridgHt,1.5Fin,8,Y,Family,333859.0
HOUSE-007150,9672 Main St #7150,2020-08-01,4108.0,1983.0,4,2.5,4.0,NridgHt,SFoyer,3,Y,Abnormal,264359.0
HOUSE-005381,3002 Main St #5381,2020-06-11,7985.0,1995.0,5,3.5,0.0,Sawyer,2.5Unf,6,Y,Normal,321939.0
HOUSE-010870,8836 Main St #10870,2022-04-09,5268.0,,4,1.0,0.0,Edwards,SFoyer,10,Y,Normal,337299.0
HOUSE-010796,3306 Main St #10796,2022-12-25,4543.0,1907.0,4,1.5,2.0,Somerst,SFoyer,7,Y,Normal,227627.0
HOUSE-018945,1829 Main St #18945,2023-03-30,4773.0,1933.0,2,1.5,1.0,CollegeCr,2.5Unf,4,Y,Normal,173070.0
HOUSE-019226,1668 Main St #19226,2022-11-10,2822.0,1992.0,2,1.5,2.0,Gilbert,SFoyer,10,Y,Normal,483427.0
HOUSE-011096,3753 Main St #11096,2020-02-24,2906.0,2000.0,4,3.0,3.0,Gilbert,SFoyer,2,Y,Normal,251169.0
HOUSE-014068,7368 Main St #14068,2022-05-01,3821.0,2005.0,3,2.5,1.0,Sawyer,2Story,4,Y,Normal,255132.0
HOUSE-017272,560 Main St #17272,2024-03-11,6135.0,1918.0,3,2.5,0.0,Gilbert,2.5Unf,6,Y,Normal,220211.0
HOUSE-015595,8993 Main St #15595,2022-03-08,5110.0,,5,2.0,0.0,NridgHt,SFoyer,7,Y,Abnormal,336098.0
HOUSE-012892,7836 Main St #12892,2022-02-01,5275.0,1913.0,5,1.0,1.0,NridgHt,2Story,3,Y,Normal,189032.0
HOUSE-002115,1198 Main St #2115,2021-04-26,4126.0,1997.0,5,4.0,0.0,OldTown,1Story,1,Y,Normal,216402.0
HOUSE-011719,2408 Main St #11719,2022-08-11,4497.0,1903.0,4,3.5,1.0,OldTown,2Story,3,Y,Normal,148613.0
HOUSE-014008,1768 Main St #14008,2021-11-20,5625.0,1906.0,4,1.0,4.0,Somerst,SLvl,4,Y,Normal,220283.0
HOUSE-005046,5286 Main St #5046,2023-06-14,5353.0,1938.0,2,1.0,2.0,Sawyer,SFoyer,6,Y,Normal,201299.0
