vehicle_id,registration_number,car_name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power_bhp,selling_price
VH-015663,MH-41-3740,Ford Nexon,2011,,Petrol,Individual,Automatic,Second Owner,12.7 kmpl,1814 CC,124.6,402867.0
VH-012598,MH-02-6896,Renault Innova,2023,48829.0,Diesel,Individual,Manual,Third Owner,22.9 kmpl,3047 CC,192.8,937903.0
VH-019814,MH-36-3145,Ford EcoSport,2004,34393.0,Diesel,Dealer,Manual,First Owner,15.9 kmpl,3320 CC,51.5,30000.0
VH-013106,MH-31-9766,Hyundai Polo,2022,29531.0,Petrol,Individual,Manual,First Owner,21.4 kmpl,2334 CC,90.9,624807.0
VH-011770,MH-40-8142,Volkswagen Sunny,2017,49926.0,Diesel,Individual,Automatic,Second Owner,22.3 kmpl,1161 CC,73.0,574216.0
VH-013244,MH-19-2332,Volkswagen City,2007,35724.0,LPG,Dealer,Automatic,Second Owner,18.2 kmpl,3482 CC,171.9,272364.0
VH-010639,MH-06-5410,Hyundai EcoSport,2020,52287.0,Petrol,Individual,Manual,Second Owner,13.9 kmpl,3009 CC,129.8,584754.0
VH-010804,MH-17-5641,Maruti Polo,2019,31672.0,Petrol,Dealer,Automatic,Third Owner,23.2 kmpl,2472 CC,81.9,627464.0
VH-013842,MH-21-4933,Renault Nexon,2001,203280.0,Petrol,Dealer,Manual,First Owner,21.0 kmpl,3226 CC,223.4,83555.0
VH-017524,MH-39-6027,Tata City,2000,107903.0,Diesel,Dealer,Manual,First Owner,20.2 kmpl,1712 CC,230.8,154666.0
VH-016833,MH-27-8324,Hyundai Kwid,2014,28788.0,CNG,Dealer,Manual,Second Owner,8.9 kmpl,3363 CC,75.6,263203.0
VH-011614,MH-48-7560,Maruti Swift,2004,11611.0,Petrol,Individual,Manual,Second Owner,15.0 kmpl,1189 CC,181.4,199692.0
VH-013398,MH-06-4951,Honda Kwid,2004,69029.0,Petrol,Individual,Manual,First Owner,23.4 kmpl,1322 CC,102.7,30000.0
VH-002534,MH-40-7046,Nissan Sunny,2023,27708.0,Diesel,Individual,Manual,,10.1 kmpl,3361 CC,136.2,932876.0
VH-005081,MH-44-4312,Tata Kwid,2010,44873.0,Diesel,Individual,Manual,First Owner,10.9 kmpl,2029 CC,230.1,507993.0
VH-010359,MH-15-2913,Volkswagen Nexon,2000,161130.0,Petrol,Individual,Manual,Second Owner,12.7 kmpl,1149 CC,70.4,30000.0
VH-002351,MH-18-3042,Honda Nexon,2021,88870.0,Electric,Individual,Manual,First Owner,14.2 kmpl,1647 CC,182.6,913836.0
VH-019281,MH-07-2588,Volkswagen Scorpio,2014,17773.0,Petrol,Individual,Automatic,First Owner,22.5 kmpl,2264 CC,82.2,437494.0
VH-008143,MH-10-9306,Renault Swift,2004,169446.0,Diesel,Dealer,Manual,Second Owner,20.4 kmpl,1690 CC,134.6,119659.0
VH-003011,MH-21-9146,Mahindra Kwid,2015,46982.0,Diesel,Individual,Automatic,First Owner,19.8 kmpl,2842 CC,106.0,532671.0
VH-003585,MH-49-2493,Maruti Kwid,2022,54412.0,Petrol,Dealer,Manual,First Owner,12.6 kmpl,1900 CC,220.3,814485.0
VH-002414,MH-02-9360,Hyundai City,2022,74040.0,Diesel,Individual,Manual,First Owner,21.9 kmpl,3125 CC,241.8,890036.0
VH-006891,MH-18-8838,Renault Kwid,2013,54932.0,Diesel,Dealer,Manual,First Owner,16.2 kmpl,1643 CC,170.3,537555.0
VH-008552,MH-47-9574,Toyota Nexon,2019,41934.0,CNG,Individual,Automatic,First Owner,13.0 kmpl,942 CC,,751048.0
VH-019564,MH-22-3973,Renault Swift,2005,81730.0,Petrol,Dealer,Manual,Third Owner,15.3 kmpl,2556 CC,131.8,77937.0
VH-003965,MH-20-6739,Nissan Swift,2006,23434.0,Diesel,Individual,Automatic,Third Owner,13.4 kmpl,1684 CC,190.6,241279.0
VH-015301,MH-10-4907,Mahindra i20,2011,,Petrol,Dealer,Manual,Third Owner,17.2 kmpl,2644 CC,135.0,369781.0
VH-001427,MH-26-9300,Renault Nexon,2001,86809.0,Petrol,Individual,Manual,First Owner,20.9 kmpl,2679 CC,,30000.0
VH-006508,MH-32-4572,Hyundai City,2005,18610.0,Petrol,Individual,Manual,Third Owner,19.7 kmpl,1057 CC,,269585.0
VH-008723,MH-25-6853,Honda City,2006,13882.0,Petrol,Dealer,Automatic,Second Owner,20.0 kmpl,2936 CC,50.4,60803.0
VH-002270,MH-19-9370,Maruti Kwid,2017,13271.0,Diesel,Individual,Manual,First Owner,24.0 kmpl,1496 CC,59.9,565635.0
VH-002571,MH-07-1581,Ford Polo,2000,40438.0,Petrol,Dealer,Manual,First Owner,11.8 kmpl,1817 CC,114.0,30000.0
VH-000438,MH-06-9260,Mahindra EcoSport,2010,54632.0,Petrol,Individual,Manual,Third Owner,11.9 kmpl,2878 CC,40.2,169497.0
VH-005112,MH-43-7409,Honda Scorpio,2002,276709.0,Diesel,Dealer,Manual,First Owner,22.6 kmpl,939 CC,107.9,30000.0
VH-004755,MH-19-6982,Hyundai i20,2009,59646.0,Petrol,Dealer,Automatic,Second Owner,9.9 kmpl,1124 CC,206.1,457246.0
VH-018143,MH-42-7705,Honda City,2018,33235.0,Diesel,Dealer,Automatic,Second Owner,11.4 kmpl,1663 CC,124.3,694197.0
VH-018882,MH-04-1064,Ford Sunny,2018,88871.0,Petrol,Dealer,Manual,First Owner,12.0 kmpl,2526 CC,158.6,561165.0
VH-010644,MH-19-6191,Mahindra Innova,2021,41483.0,Petrol,Dealer,Manual,First Owner,13.4 kmpl,2866 CC,203.4,796965.0
VH-012735,MH-24-3178,Toyota Polo,2012,75538.0,Electric,Individual,Manual,First Owner,20.8 kmpl,1921 CC,173.7,421706.0
VH-019361,MH-09-4948,Volkswagen Swift,2004,67572.0,Petrol,Individual,Manual,Fourth & Above,8.2 kmpl,894 CC,172.0,92135.0
VH-001580,MH-05-3923,Renault Nexon,2014,50544.0,Diesel,Dealer,Manual,First Owner,18.9 kmpl,3292 CC,58.2,358681.0
VH-008251,MH-28-8728,Tata Scorpio,2023,196111.0,Electric,Trustmark Dealer,Manual,First Owner,16.7 kmpl,1209 CC,177.8,1017817.0
VH-007936,MH-11-2030,Volkswagen Kwid,2000,79632.0,Petrol,Individual,Manual,Second Owner,13.6 kmpl,1372 CC,208.4,30000.0
VH-019007,MH-07-9133,Ford Innova,2021,121819.0,Diesel,Individual,Manual,Second Owner,21.3 kmpl,2090 CC,114.7,663776.0
VH-007976,MH-48-9586,Renault EcoSport,2014,154571.0,Diesel,Individual,Automatic,Second Owner,23.9 kmpl,2113 CC,42.9,350092.0
VH-002195,MH-14-5820,Tata Polo,2006,78795.0,CNG,Individual,Automatic,First Owner,18.7 kmpl,1661 CC,44.3,72606.0
VH-008969,MH-02-9908,Ford Scorpio,2000,42587.0,CNG,Dealer,Manual,Second Owner,16.9 kmpl,1787 CC,230.2,50465.0
VH-003100,MH-19-4177,Renault i20,2014,29419.0,Petrol,Individual,Automatic,First Owner,20.3 kmpl,3246 CC,64.9,334690.0
VH-015333,MH-38-2811,Tata Kwid,2023,188799.0,Petrol,Dealer,Manual,Second Owner,21.1 kmpl,1856 CC,40.5,664725.0
VH-011379,MH-28-6210,Volkswagen City,2017,214983.0,Petrol,Dealer,Manual,First Owner,10.8 kmpl,1060 CC,59.2,299257.0
VH-001328,MH-24-8535,Maruti EcoSport,2022,63923.0,Petrol,Dealer,Manual,First Owner,14.3 kmpl,2654 CC,188.8,886755.0
VH-015527,MH-48-6548,Tata Nexon,2005,70272.0,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1200 CC,230.5,321604.0
VH-006723,MH-14-1007,Hyundai Nexon,2009,56510.0,Petrol,Dealer,Automatic,Second Owner,17.6 kmpl,3484 CC,117.4,261406.0
VH-003068,MH-14-5551,Honda Sunny,2010,52201.0,Petrol,Dealer,Automatic,Third Owner,21.5 kmpl,926 CC,138.7,300227.0
VH-003529,MH-27-7633,Tata Sunny,2002,52721.0,Petrol,Dealer,Manual,Second Owner,20.5 kmpl,3091 CC,47.8,30000.0
VH-001710,MH-03-6534,Ford Polo,2016,84533.0,Petrol,Individual,Manual,First Owner,9.2 kmpl,2234 CC,205.0,583404.0
VH-003519,MH-24-1152,Nissan Innova,2009,53686.0,Diesel,Dealer,Manual,First Owner,24.9 kmpl,3395 CC,127.2,291118.0
VH-017283,MH-27-2219,Volkswagen Innova,2022,32824.0,Diesel,Dealer,Automatic,First Owner,24.8 kmpl,1443 CC,44.4,680608.0
VH-018716,MH-39-1692,Renault Scorpio,2005,,Petrol,Individual,Manual,Second Owner,20.4 kmpl,2129 CC,170.3,210560.0
VH-017863,MH-32-7840,Renault Swift,2019,82314.0,Diesel,Individual,Manual,Second Owner,12.8 kmpl,1929 CC,69.1,541296.0
VH-007870,MH-32-6667,Renault Nexon,2005,146975.0,Diesel,Dealer,Manual,First Owner,20.8 kmpl,1924 CC,86.3,128510.0
VH-015154,MH-28-5121,Tata Kwid,2013,26368.0,Petrol,Individual,Manual,Second Owner,20.1 kmpl,2052 CC,212.1,468433.0
VH-005749,MH-48-6687,Hyundai EcoSport,2021,77764.0,Diesel,Individual,Manual,First Owner,20.4 kmpl,1439 CC,56.3,562250.0
VH-015431,MH-29-5781,Renault Kwid,2021,76923.0,Diesel,Individual,Manual,Third Owner,22.2 kmpl,971 CC,126.9,743427.0
VH-019727,MH-47-4788,Maruti Swift,2013,21380.0,Diesel,Dealer,Manual,Second Owner,11.9 kmpl,2177 CC,219.3,641436.0
VH-011322,MH-48-2431,Maruti EcoSport,2011,31912.0,Petrol,Individual,Manual,First Owner,10.3 kmpl,1445 CC,128.4,283928.0
VH-011253,MH-03-4593,Honda Sunny,2017,55371.0,Diesel,Individual,Automatic,Second Owner,21.7 kmpl,1142 CC,165.7,669763.0
VH-012888,MH-10-6758,Honda Kwid,2007,24317.0,Petrol,Individual,Automatic,First Owner,16.7 kmpl,3229 CC,69.9,148632.0
VH-012965,MH-08-2101,Volkswagen Innova,2002,108235.0,Petrol,Individual,Manual,First Owner,21.3 kmpl,1961 CC,85.1,30000.0
VH-004974,MH-43-9146,Volkswagen Swift,2004,40317.0,Petrol,Individual,Automatic,Fourth & Above,10.6 kmpl,2371 CC,123.5,193857.0
VH-006956,MH-02-5228,Volkswagen Scorpio,2008,56837.0,Diesel,Individual,Manual,First Owner,22.5 kmpl,2665 CC,80.0,301895.0
VH-014120,MH-18-9599,Maruti Sunny,2008,,Petrol,Dealer,Manual,First Owner,8.1 kmpl,2083 CC,163.1,238199.0
VH-018107,MH-20-2708,Nissan EcoSport,2002,54085.0,Petrol,Dealer,Manual,Second Owner,22.2 kmpl,2399 CC,117.6,30000.0
VH-015239,MH-31-2489,Toyota Nexon,2015,55467.0,Petrol,Individual,Manual,Third Owner,9.6 kmpl,3139 CC,242.9,658406.0
VH-017054,MH-11-3332,Maruti Innova,2007,111716.0,Petrol,Dealer,Manual,First Owner,15.2 kmpl,2492 CC,124.4,111224.0
VH-010790,MH-09-4671,Ford Swift,2012,54697.0,Petrol,Individual,Automatic,First Owner,14.3 kmpl,2365 CC,227.6,639537.0
VH-002616,MH-45-2856,Mahindra Sunny,2015,49062.0,Diesel,Individual,Manual,First Owner,15.8 kmpl,2228 CC,81.0,476999.0
VH-011917,MH-06-6872,Renault Scorpio,2006,52320.0,Petrol,Individual,Manual,First Owner,17.5 kmpl,3129 CC,121.1,120206.0
VH-001052,MH-10-6034,Mahindra Polo,2008,22846.0,Diesel,Individual,Automatic,First Owner,8.2 kmpl,3364 CC,129.9,376439.0
VH-007656,MH-03-6115,Ford Innova,2004,54573.0,Petrol,Individual,Manual,Second Owner,13.4 kmpl,1005 CC,,30000.0
VH-004309,MH-49-5412,Maruti Swift,2000,16669.0,Diesel,Individual,Automatic,Second Owner,13.8 kmpl,1838 CC,138.6,133888.0
VH-018189,MH-15-1148,Honda Innova,2018,46978.0,Diesel,Dealer,Manual,Second Owner,19.6 kmpl,3273 CC,224.7,734634.0
VH-018296,MH-17-2022,Nissan Sunny,2008,,Diesel,Individual,Manual,Second Owner,10.8 kmpl,1731 CC,,410196.0
VH-009240,MH-42-8032,Toyota Nexon,2020,53321.0,Petrol,Dealer,Manual,First Owner,14.9 kmpl,1025 CC,130.7,665891.0
VH-014613,MH-18-6805,Honda Innova,2018,33878.0,LPG,Individual,Automatic,Second Owner,20.2 kmpl,856 CC,197.2,822436.0
VH-001258,MH-14-4282,Nissan Kwid,2019,38317.0,Diesel,Individual,Manual,First Owner,23.6 kmpl,2477 CC,58.6,635704.0
VH-009818,MH-40-6094,Renault Kwid,2006,55122.0,Petrol,Dealer,Automatic,First Owner,18.3 kmpl,1494 CC,236.7,242892.0
VH-019381,MH-03-8775,Tata Sunny,2019,95273.0,Diesel,Dealer,Manual,Second Owner,17.1 kmpl,945 CC,77.3,635860.0
VH-012443,MH-16-5481,Toyota City,2011,138359.0,Petrol,Individual,Manual,First Owner,20.7 kmpl,3446 CC,92.1,233396.0
VH-012570,MH-40-3615,Renault Swift,2013,45471.0,Petrol,Individual,Automatic,First Owner,18.4 kmpl,2727 CC,49.0,460047.0
VH-003208,MH-17-4084,Hyundai i20,2001,,Petrol,Dealer,Manual,First Owner,11.9 kmpl,2373 CC,196.9,108013.0
VH-013082,MH-23-8988,Maruti Innova,2004,114452.0,Petrol,Individual,Manual,Second Owner,14.6 kmpl,2366 CC,162.1,30000.0
VH-003213,MH-22-3867,Honda Polo,2020,26386.0,Diesel,Dealer,Automatic,First Owner,21.2 kmpl,1061 CC,200.0,854807.0
VH-012510,MH-31-7142,Nissan i20,2020,71101.0,Petrol,Individual,Automatic,First Owner,12.8 kmpl,2129 CC,85.0,638632.0
VH-004245,MH-15-2290,Honda Nexon,2003,148975.0,CNG,Individual,Automatic,,17.0 kmpl,3017 CC,202.6,129459.0
VH-008845,MH-08-5439,Honda Innova,2008,42548.0,Petrol,Dealer,Manual,Second Owner,19.4 kmpl,1666 CC,43.4,118771.0
VH-008863,MH-38-7233,Nissan Scorpio,2018,65912.0,Petrol,Dealer,Manual,Second Owner,16.8 kmpl,1708 CC,46.5,352590.0
VH-002885,MH-14-3143,Volkswagen Sunny,2022,248592.0,Diesel,Dealer,Manual,Second Owner,18.7 kmpl,3197 CC,47.0,500238.0
VH-016552,MH-29-5814,Hyundai i20,2002,62273.0,Petrol,Dealer,Automatic,First Owner,20.8 kmpl,2383 CC,76.7,30000.0
VH-014431,MH-28-4763,Ford Kwid,2023,60254.0,Petrol,Dealer,Manual,First Owner,23.8 kmpl,3168 CC,46.0,556575.0
VH-013863,MH-11-4110,Toyota i20,2020,100041.0,Petrol,Dealer,Manual,Second Owner,18.9 kmpl,3291 CC,126.8,631380.0
VH-009397,MH-20-4582,Toyota Sunny,2008,49826.0,Petrol,Dealer,Automatic,First Owner,13.9 kmpl,2306 CC,96.0,337453.0
VH-019732,MH-14-7746,Mahindra City,2009,49366.0,Petrol,Individual,Manual,First Owner,21.3 kmpl,3359 CC,163.2,301238.0
VH-006003,MH-48-8894,Maruti Innova,2012,57717.0,Petrol,Dealer,Automatic,First Owner,17.8 kmpl,3387 CC,226.9,649965.0
VH-010337,MH-10-9487,Mahindra City,2018,97780.0,Petrol,Individual,Manual,Third Owner,9.2 kmpl,2877 CC,110.9,552859.0
VH-015056,MH-10-8930,Maruti Sunny,2023,66831.0,Petrol,Individual,Manual,First Owner,18.8 kmpl,1772 CC,,567739.0
VH-005885,MH-22-6969,Renault Kwid,2008,114503.0,Petrol,Individual,Manual,Second Owner,11.2 kmpl,2460 CC,104.5,218243.0
VH-016196,MH-46-8655,Tata City,2005,26993.0,Diesel,Individual,Automatic,First Owner,12.3 kmpl,1836 CC,212.6,415948.0
VH-000936,MH-13-3028,Renault i20,2021,,Petrol,Dealer,Automatic,First Owner,11.2 kmpl,1998 CC,201.0,921613.0
VH-009165,MH-13-6618,Tata City,2023,89964.0,CNG,Individual,Manual,Second Owner,13.1 kmpl,3221 CC,93.8,634443.0
VH-005746,MH-35-9728,Hyundai City,2015,27104.0,Petrol,Dealer,Automatic,First Owner,10.5 kmpl,2084 CC,59.5,531982.0
VH-003184,MH-47-2302,Volkswagen City,2007,176496.0,Petrol,Individual,Automatic,First Owner,9.6 kmpl,3296 CC,224.4,275571.0
VH-005513,MH-07-1800,Renault Scorpio,2008,64065.0,Diesel,Individual,Manual,,15.3 kmpl,2157 CC,70.4,150876.0
VH-019649,MH-09-1102,Renault Sunny,2014,34317.0,Petrol,Trustmark Dealer,Manual,First Owner,13.9 kmpl,1183 CC,219.3,590579.0
VH-006692,MH-30-4056,Volkswagen i20,2000,102174.0,Petrol,Individual,Manual,First Owner,24.5 kmpl,1271 CC,209.2,60551.0
VH-015543,MH-36-8843,Mahindra Innova,2019,33467.0,Petrol,Individual,Manual,,14.8 kmpl,2727 CC,178.6,688767.0
VH-012086,MH-14-3519,Renault Kwid,2007,293584.0,Petrol,Dealer,Automatic,Second Owner,12.7 kmpl,3283 CC,228.6,247301.0
VH-010087,MH-38-6446,Tata Innova,2022,107022.0,CNG,Individual,Manual,Second Owner,23.8 kmpl,1054 CC,216.2,851859.0
VH-016629,MH-05-2744,Toyota Swift,2017,35701.0,Petrol,Dealer,Manual,First Owner,10.0 kmpl,1559 CC,246.0,717413.0
VH-012969,MH-29-3341,Honda Swift,2023,66378.0,Petrol,Dealer,Manual,First Owner,20.8 kmpl,2765 CC,107.5,603662.0
VH-003485,MH-33-7743,Hyundai Innova,2007,73862.0,Diesel,Individual,Manual,Second Owner,9.2 kmpl,988 CC,211.8,364841.0
VH-016794,MH-09-1554,Renault Kwid,2002,57158.0,Diesel,Dealer,Automatic,First Owner,9.6 kmpl,1632 CC,120.3,93648.0
VH-008057,MH-23-6404,Toyota EcoSport,2014,,Diesel,Dealer,Manual,First Owner,10.3 kmpl,1395 CC,201.3,607051.0
VH-008387,MH-19-3104,Volkswagen Scorpio,2016,131210.0,Diesel,Individual,Automatic,First Owner,16.3 kmpl,2738 CC,52.7,496288.0
VH-003595,MH-34-5851,Ford Swift,2006,70319.0,Petrol,Individual,Manual,First Owner,12.1 kmpl,2167 CC,154.6,205800.0
VH-019011,MH-42-5939,Honda Scorpio,2015,,Diesel,Individual,Automatic,Second Owner,15.0 kmpl,1601 CC,245.0,795388.0
VH-005165,MH-01-7640,Tata i20,2018,45589.0,Petrol,Individual,Manual,First Owner,23.9 kmpl,3276 CC,182.1,636390.0
VH-006097,MH-06-7222,Toyota Polo,2023,27185.0,Petrol,Trustmark Dealer,Automatic,First Owner,12.5 kmpl,2837 CC,112.6,772677.0
VH-018694,MH-34-9828,Tata Swift,2016,60472.0,Petrol,Individual,Automatic,First Owner,16.1 kmpl,3397 CC,196.1,625614.0
VH-015107,MH-34-7267,Maruti Scorpio,2001,21542.0,Diesel,Dealer,Automatic,First Owner,9.5 kmpl,3034 CC,89.6,101391.0
VH-006424,MH-12-8247,Nissan City,2002,60502.0,Diesel,Dealer,Automatic,First Owner,20.5 kmpl,2072 CC,67.5,73646.0
VH-015634,MH-28-1039,Renault Scorpio,2011,20492.0,Diesel,Dealer,Manual,Third Owner,21.3 kmpl,2354 CC,181.7,524443.0
VH-008583,MH-43-7003,Toyota Innova,2012,21018.0,Diesel,Individual,Manual,First Owner,17.5 kmpl,3476 CC,219.7,576193.0
VH-006045,MH-36-7940,Renault i20,2014,21025.0,Diesel,Individual,Automatic,First Owner,21.4 kmpl,2432 CC,163.8,646112.0
VH-006483,MH-15-7067,Honda EcoSport,2017,41511.0,Petrol,Individual,Automatic,First Owner,8.2 kmpl,2015 CC,170.7,657727.0
VH-007020,MH-26-5597,Honda Innova,2006,91010.0,Diesel,Individual,Manual,First Owner,24.1 kmpl,1657 CC,231.9,319980.0
VH-002753,MH-04-7858,Renault Sunny,2001,32180.0,Petrol,Dealer,Manual,Third Owner,20.8 kmpl,1441 CC,,30000.0
VH-003335,MH-25-9634,Tata Kwid,2012,30120.0,Diesel,Dealer,Manual,Second Owner,10.1 kmpl,1834 CC,163.4,495124.0
VH-011013,MH-39-6790,Volkswagen EcoSport,2018,56721.0,Petrol,Dealer,Automatic,First Owner,18.2 kmpl,2235 CC,,737452.0
VH-005297,MH-33-6252,Ford Scorpio,2017,55528.0,Diesel,Dealer,Manual,First Owner,9.5 kmpl,1670 CC,124.6,696910.0
VH-003979,MH-18-8745,Honda Swift,2004,181484.0,Petrol,Individual,Manual,Second Owner,14.0 kmpl,1247 CC,42.3,30000.0
VH-015566,MH-07-1336,Ford i20,2004,26748.0,Diesel,Individual,Manual,Second Owner,20.9 kmpl,3165 CC,57.8,148860.0
VH-007576,MH-39-1927,Nissan City,2017,21083.0,Diesel,Dealer,Manual,First Owner,15.4 kmpl,965 CC,82.9,614803.0
VH-003165,MH-09-9895,Mahindra Kwid,2008,201835.0,Diesel,Dealer,Manual,First Owner,19.1 kmpl,3081 CC,,252552.0
VH-015987,MH-04-7119,Ford Kwid,2011,29799.0,Diesel,Dealer,Manual,Second Owner,23.4 kmpl,1383 CC,210.9,433590.0
VH-016319,MH-38-5449,Nissan Scorpio,2022,75472.0,Diesel,Individual,Manual,First Owner,14.1 kmpl,3441 CC,54.3,594377.0
VH-019008,MH-24-7523,Tata Innova,2013,81953.0,CNG,Dealer,Manual,Third Owner,13.7 kmpl,3360 CC,47.6,247903.0
VH-000928,MH-31-4192,Mahindra EcoSport,2003,64200.0,Petrol,Dealer,Manual,First Owner,20.9 kmpl,2396 CC,211.1,84923.0
VH-001572,MH-10-2070,Mahindra EcoSport,2023,102683.0,Petrol,Dealer,Manual,Third Owner,10.5 kmpl,1493 CC,,639882.0
VH-013649,MH-10-2168,Hyundai Polo,2004,91743.0,LPG,Dealer,Manual,First Owner,12.0 kmpl,860 CC,69.7,69964.0
VH-002893,MH-06-4493,Maruti EcoSport,2020,106405.0,Diesel,Dealer,Manual,First Owner,9.6 kmpl,1862 CC,244.1,878760.0
VH-010431,MH-35-4736,Toyota Innova,2000,123365.0,Petrol,Dealer,Manual,Fourth & Above,13.5 kmpl,2523 CC,168.3,30000.0
VH-006607,MH-01-6578,Toyota Sunny,2016,44743.0,Petrol,Dealer,Manual,Second Owner,13.2 kmpl,1286 CC,147.4,430457.0
VH-011247,MH-18-7163,Renault City,2014,85649.0,Petrol,Individual,Automatic,First Owner,10.7 kmpl,3393 CC,200.8,618989.0
VH-008406,MH-12-9998,Maruti Kwid,2006,20122.0,Electric,Dealer,Manual,First Owner,14.5 kmpl,821 CC,191.7,436863.0
VH-004983,MH-35-1896,Mahindra Innova,2010,83722.0,Petrol,Individual,Manual,First Owner,22.4 kmpl,2696 CC,64.2,133125.0
VH-013351,MH-17-7496,Honda Innova,2023,45013.0,Diesel,Individual,Automatic,First Owner,11.3 kmpl,1902 CC,219.7,1007821.0
VH-006352,MH-37-7604,Nissan i20,2021,41104.0,CNG,Individual,Manual,First Owner,19.7 kmpl,1307 CC,,814265.0
VH-009224,MH-08-1152,Tata Innova,2017,30505.0,Petrol,Individual,Manual,First Owner,8.8 kmpl,1587 CC,185.6,678556.0
VH-013096,MH-08-8936,Mahindra Sunny,2013,51003.0,Diesel,Individual,Manual,First Owner,19.6 kmpl,985 CC,212.2,571627.0
VH-011518,MH-45-3575,Renault EcoSport,2020,117540.0,Petrol,Dealer,Automatic,Second Owner,9.7 kmpl,2420 CC,,728601.0
VH-016125,MH-21-7400,Mahindra Innova,2003,53035.0,Petrol,Individual,Automatic,First Owner,11.3 kmpl,1287 CC,201.2,248639.0
VH-015918,MH-31-3819,Hyundai Swift,2007,42210.0,Petrol,Dealer,Manual,Second Owner,13.4 kmpl,2973 CC,46.7,75920.0
VH-008028,MH-43-5578,Mahindra Scorpio,2015,24790.0,Diesel,Dealer,Automatic,First Owner,15.4 kmpl,2058 CC,140.5,650412.0
VH-006029,MH-05-6395,Ford Sunny,2006,26476.0,Petrol,Dealer,Manual,Second Owner,14.6 kmpl,1210 CC,220.3,277788.0
VH-010513,MH-09-9210,Mahindra Sunny,2019,63770.0,Petrol,Dealer,Manual,Second Owner,22.9 kmpl,2772 CC,112.5,524258.0
VH-013855,MH-12-6012,Maruti Kwid,2018,28198.0,Diesel,Dealer,Manual,First Owner,9.0 kmpl,1392 CC,195.9,724146.0
VH-009626,MH-09-7888,Volkswagen Nexon,2014,170627.0,Diesel,Dealer,Manual,First Owner,23.7 kmpl,1167 CC,171.1,501729.0
VH-019936,MH-21-7898,Nissan City,2004,127657.0,Petrol,Individual,Manual,Second Owner,25.0 kmpl,1805 CC,122.2,30000.0
VH-010911,MH-26-3041,Hyundai Nexon,2010,34272.0,LPG,Dealer,Automatic,First Owner,9.7 kmpl,1728 CC,243.4,506313.0
VH-003394,MH-03-8988,Hyundai Innova,2010,,Petrol,Individual,Automatic,Second Owner,17.6 kmpl,2845 CC,235.9,367821.0
VH-003635,MH-16-6368,Mahindra Sunny,2010,52103.0,Petrol,Individual,Manual,First Owner,9.9 kmpl,1204 CC,86.1,218194.0
VH-006462,MH-22-1462,Honda Polo,2007,18507.0,Diesel,Individual,Manual,First Owner,24.6 kmpl,1549 CC,114.4,245033.0
VH-015392,MH-07-8708,Ford Innova,2013,19845.0,Petrol,Individual,Manual,First Owner,19.4 kmpl,2892 CC,81.1,354977.0
VH-006547,MH-44-1682,Mahindra Swift,2007,65279.0,Diesel,Individual,Manual,First Owner,19.0 kmpl,1582 CC,199.3,408370.0
VH-012143,MH-49-5382,Honda Nexon,2022,36302.0,Petrol,Individual,Manual,First Owner,13.1 kmpl,2845 CC,99.8,652219.0
VH-015339,MH-04-1820,Nissan EcoSport,2006,56530.0,Petrol,Individual,Automatic,First Owner,20.9 kmpl,1947 CC,244.7,376316.0
VH-008656,MH-16-9573,Renault i20,2017,,Petrol,Individual,Manual,First Owner,18.4 kmpl,3128 CC,142.6,593859.0
VH-013410,MH-16-8850,Honda Swift,2010,49728.0,Petrol,Individual,Automatic,First Owner,18.5 kmpl,1633 CC,,392898.0
VH-003776,MH-17-9103,Ford Innova,2018,32184.0,Petrol,Dealer,Manual,Second Owner,17.3 kmpl,2888 CC,235.2,758347.0
VH-014242,MH-05-5340,Renault i20,2007,50201.0,Petrol,Individual,Automatic,First Owner,9.3 kmpl,1949 CC,191.2,372675.0
VH-017448,MH-48-3470,Mahindra Nexon,2009,100755.0,Diesel,Individual,Manual,Second Owner,17.7 kmpl,3323 CC,226.4,314274.0
VH-003366,MH-09-9492,Volkswagen i20,2000,25413.0,Diesel,Dealer,Manual,Second Owner,8.1 kmpl,3326 CC,212.3,78178.0
VH-012475,MH-29-4333,Toyota Kwid,2003,66588.0,Diesel,Individual,Manual,First Owner,12.7 kmpl,998 CC,156.0,123897.0
VH-011229,MH-34-4906,Toyota Innova,2012,12947.0,Diesel,Individual,Manual,First Owner,13.0 kmpl,1329 CC,174.8,462482.0
VH-015445,MH-22-3066,Renault EcoSport,2015,137277.0,Petrol,Dealer,Manual,Second Owner,15.7 kmpl,2180 CC,240.9,645564.0
VH-000738,MH-41-9052,Ford Nexon,2018,105222.0,Diesel,Individual,Manual,Second Owner,11.6 kmpl,2448 CC,157.4,627208.0
VH-015003,MH-45-5505,Volkswagen Kwid,2023,38147.0,Petrol,Individual,Manual,Second Owner,11.7 kmpl,2710 CC,,626864.0
VH-016702,MH-44-3193,Mahindra Nexon,2000,57818.0,Petrol,Dealer,Manual,First Owner,9.4 kmpl,1827 CC,139.8,30000.0
VH-010312,MH-02-1746,Volkswagen City,2010,40307.0,Petrol,Individual,Manual,First Owner,19.5 kmpl,992 CC,102.6,209347.0
VH-016290,MH-25-6321,Ford Polo,2013,,Diesel,Individual,Automatic,First Owner,18.5 kmpl,2024 CC,145.9,527056.0
