flight_id,booking_reference,departure_date,airline,source_city,destination_city,travel_class,duration_minutes,days_left,stops,departure_time_slot,price
FL-009141,PNR-902380,2023-06-10,Copa Airlines,Mexico City,Madrid,Economy,547.0,2.0,1,Mañana,467.35
FL-019886,PNR-261151,2024-02-04,Sky Airline,Lima,Sao Paulo,Business,191.0,4.0,1,Noche Tardia,634.32
FL-000228,PNR-533997,2024-10-27,Avianca,Buenos Aires,Sao Paulo,Economy,224.0,8.0,1,Mañana,239.02
FL-010351,PNR-726196,2025-02-13,American Airlines,Bogota,Lima,Business,70.0,7.0,1,Tarde,701.24
FL-008313,PNR-514994,2023-12-22,Copa Airlines,Lima,Miami,Premium Economy,389.0,14.0,0,Noche Tardia,466.05
FL-009814,PNR-610937,2025-01-09,Iberia,Santiago,Mexico City,Premium Economy,90.0,24.0,2,Noche,347.41
FL-004379,PNR-819505,2024-07-03,Sky Airline,Bogota,Madrid,Premium Economy,376.0,14.0,1,Madrugada,430.19
FL-011069,PNR-606261,2024-11-25,LATAM,Miami,Mexico City,Economy,305.0,20.0,1,Noche Tardia,267.42
FL-017664,PNR-383277,2024-06-30,Iberia,Bogota,Santiago,Premium Economy,340.0,6.0,0,Mañana,429.98
FL-019865,PNR-890284,2025-07-06,Sky Airline,Madrid,Bogota,Economy,100.0,6.0,0,Mañana,82.91
FL-017341,PNR-171548,2023-10-19,Sky Airline,Miami,Bogota,Premium Economy,,9.0,0,Madrugada,343.63
FL-018114,PNR-162542,2023-10-15,JetSmart,Santiago,Madrid,Business,449.0,6.0,1,Noche,711.94
FL-012775,PNR-405663,2025-08-07,Avianca,Lima,Sao Paulo,Economy,325.0,1.0,0,Madrugada,218.25
FL-002126,PNR-410962,2025-07-28,LATAM,Madrid,Miami,Premium Economy,285.0,5.0,1,Tarde,460.97
FL-001558,PNR-318110,2024-06-20,Copa Airlines,Bogota,Madrid,Economy,86.0,23.0,1,Noche,59.24
FL-002643,PNR-156006,2025-10-07,LATAM,Madrid,Buenos Aires,Business,45.0,12.0,1,Madrugada,705.37
FL-006698,PNR-102230,2025-06-20,American Airlines,Lima,Bogota,Economy,259.0,3.0,0,Noche,262.97
FL-002091,PNR-389286,2025-11-21,JetSmart,Lima,Buenos Aires,Economy,362.0,15.0,1,Tarde,79.56
FL-008319,PNR-233885,2023-08-20,JetSmart,Sao Paulo,Bogota,Economy,492.0,12.0,1,Noche,248.29
FL-014204,PNR-591602,2023-07-18,Copa Airlines,Mexico City,Santiago,Economy,189.0,5.0,1,Noche Tardia,226.53
FL-009536,PNR-100924,2025-10-17,Sky Airline,Madrid,Santiago,Economy,304.0,,1,Noche Tardia,122.42
FL-008498,PNR-820379,2024-12-17,JetSmart,Miami,Mexico City,Economy,190.0,8.0,0,Noche Tardia,68.52
FL-015335,PNR-358940,2024-01-28,American Airlines,Mexico City,Madrid,Economy,461.0,37.0,0,Mañana,338.48
FL-011936,PNR-906689,2024-06-29,Avianca,Buenos Aires,Bogota,Economy,57.0,32.0,0,Noche Tardia,121.26
FL-019127,PNR-575505,2024-02-01,JetSmart,Sao Paulo,Lima,Economy,196.0,5.0,1,Tarde,141.38
FL-001805,PNR-194778,2025-11-06,LATAM,Madrid,Lima,Premium Economy,122.0,10.0,1,Mañana,399.32
FL-000577,PNR-978599,2023-11-14,Iberia,Lima,Miami,Premium Economy,512.0,29.0,0,Madrugada,470.15
FL-002300,PNR-560744,2025-12-26,Iberia,Sao Paulo,Bogota,Premium Economy,429.0,,0,Mañana,527.59
FL-007058,PNR-498035,2023-12-13,Iberia,Mexico City,Bogota,Economy,113.0,26.0,1,Madrugada,217.98
FL-019612,PNR-660059,2024-12-21,Sky Airline,Buenos Aires,Madrid,Economy,402.0,19.0,2,Tarde,245.14
FL-010697,PNR-533144,2024-09-06,Sky Airline,Miami,Lima,Economy,211.0,7.0,0,Tarde,117.85
FL-009538,PNR-386289,2023-09-10,LATAM,Sao Paulo,Lima,Premium Economy,249.0,13.0,2,Noche Tardia,437.58
FL-013090,PNR-261643,2024-09-30,LATAM,Buenos Aires,Santiago,Economy,174.0,8.0,0,Mañana,231.2
FL-009280,PNR-348204,2023-08-12,Sky Airline,Madrid,Mexico City,Premium Economy,61.0,3.0,0,Noche Tardia,262.07
FL-004262,PNR-193845,2025-12-20,JetSmart,Sao Paulo,Santiago,Premium Economy,187.0,,1,Tarde,318.08
FL-014649,PNR-725686,2024-08-20,Copa Airlines,Santiago,Miami,Economy,223.0,33.0,1,Madrugada,212.1
FL-016002,PNR-700113,2024-08-02,Sky Airline,Buenos Aires,Santiago,Economy,202.0,28.0,1,Noche,51.78
FL-012039,PNR-808920,2024-04-23,Iberia,Madrid,Buenos Aires,Economy,278.0,63.0,0,Mañana,188.49
FL-013433,PNR-982251,2024-12-10,American Airlines,Buenos Aires,Sao Paulo,Premium Economy,395.0,3.0,1,Tarde,537.72
FL-011609,PNR-154265,2025-06-11,American Airlines,Sao Paulo,Madrid,Economy,274.0,,1,Tarde,297.92
FL-016843,PNR-172178,2024-04-08,Copa Airlines,Buenos Aires,Madrid,Economy,250.0,19.0,1,Tarde,173.48
FL-013657,PNR-199748,2024-10-29,Sky Airline,Lima,Bogota,Economy,427.0,40.0,0,Tarde,116.16
FL-013081,PNR-169957,2024-08-07,Iberia,Lima,Miami,Economy,327.0,10.0,0,Tarde,318.77
FL-000641,PNR-105965,2023-09-29,Copa Airlines,Madrid,Sao Paulo,Economy,237.0,31.0,2,Noche Tardia,240.97
FL-011204,PNR-753771,2023-12-24,Copa Airlines,Mexico City,Sao Paulo,Economy,276.0,21.0,0,Madrugada,255.89
FL-011099,PNR-999557,2024-12-07,Copa Airlines,Sao Paulo,Lima,Economy,644.0,11.0,1,Madrugada,415.06
FL-003380,PNR-537174,2023-06-11,JetSmart,Lima,Madrid,Economy,180.0,18.0,1,Noche Tardia,157.02
FL-000551,PNR-328186,2023-06-06,American Airlines,Mexico City,Miami,Business,109.0,,0,Tarde,686.98
FL-018507,PNR-119673,2024-02-01,Sky Airline,Bogota,Mexico City,Economy,,62.0,1,Noche Tardia,45.0
FL-001253,PNR-216521,2025-11-20,Copa Airlines,Bogota,Mexico City,Business,479.0,13.0,1,Tarde,882.47
FL-009470,PNR-288011,2024-03-04,Copa Airlines,Madrid,Mexico City,Business,321.0,24.0,1,Mañana,806.42
FL-009043,PNR-336016,2024-04-27,American Airlines,Santiago,Sao Paulo,Economy,289.0,7.0,1,Madrugada,269.98
FL-015716,PNR-293436,2024-12-17,Iberia,Miami,Mexico City,Economy,152.0,22.0,1,Noche,228.77
FL-002317,PNR-145653,2025-08-10,JetSmart,Miami,Buenos Aires,Business,344.0,11.0,2,Noche Tardia,734.13
FL-009397,PNR-687729,2025-12-11,Sky Airline,Santiago,Miami,Economy,348.0,6.0,0,Noche Tardia,204.14
FL-017837,PNR-735573,2024-08-07,Avianca,Buenos Aires,Miami,Economy,157.0,9.0,0,Madrugada,131.82
FL-019532,PNR-562828,2025-07-08,American Airlines,Mexico City,Buenos Aires,Economy,264.0,,1,Noche Tardia,215.25
FL-008471,PNR-152473,2023-09-13,JetSmart,Santiago,Mexico City,Economy,163.0,1.0,0,Noche,63.8
FL-001071,PNR-145202,2023-06-30,Iberia,Sao Paulo,Santiago,Economy,51.0,15.0,0,Madrugada,60.3
FL-014446,PNR-132186,2024-04-20,LATAM,Buenos Aires,Madrid,Economy,443.0,45.0,0,Mañana,226.71
FL-013077,PNR-334135,2025-04-21,JetSmart,Santiago,Sao Paulo,Economy,418.0,,1,Mañana,184.7
FL-004380,PNR-375690,2025-11-17,Copa Airlines,Madrid,Lima,Economy,210.0,4.0,0,Madrugada,193.3
FL-015225,PNR-130271,2025-11-06,Iberia,Miami,Santiago,Economy,125.0,3.0,0,Noche,266.45
FL-014871,PNR-267236,2023-10-05,Iberia,Buenos Aires,Bogota,Business,269.0,4.0,0,Mañana,798.36
FL-012652,PNR-409316,2024-06-10,Sky Airline,Santiago,Lima,Economy,353.0,0.0,0,Madrugada,226.81
FL-016057,PNR-367351,2025-12-19,Sky Airline,Mexico City,Miami,Economy,165.0,6.0,0,Noche Tardia,103.37
FL-012370,PNR-379674,2023-10-05,Avianca,Miami,Sao Paulo,Economy,45.0,23.0,0,Tarde,87.27
FL-016338,PNR-903335,2024-02-07,Avianca,Mexico City,Madrid,Premium Economy,309.0,24.0,0,Madrugada,295.09
FL-014025,PNR-809970,2023-10-25,LATAM,Miami,Sao Paulo,Economy,149.0,28.0,0,Noche Tardia,148.54
FL-005582,PNR-896780,2024-12-27,JetSmart,Madrid,Miami,Economy,307.0,,0,Noche,69.48
FL-017635,PNR-716623,2025-12-15,Iberia,Madrid,Santiago,Economy,445.0,26.0,0,Noche Tardia,283.8
FL-010273,PNR-262793,2024-05-24,American Airlines,Bogota,Sao Paulo,Economy,73.0,19.0,0,Madrugada,99.06
FL-004242,PNR-242900,2024-10-29,JetSmart,Mexico City,Santiago,Premium Economy,271.0,14.0,1,Noche Tardia,282.96
FL-016762,PNR-389336,2025-03-17,LATAM,Madrid,Bogota,Economy,184.0,1.0,1,Noche,210.03
FL-015362,PNR-149349,2025-12-08,Avianca,Sao Paulo,Bogota,Premium Economy,252.0,61.0,0,Tarde,236.26
FL-014561,PNR-234094,2023-06-12,LATAM,Bogota,Madrid,Economy,439.0,12.0,0,Mañana,329.65
FL-015418,PNR-446589,2023-10-25,American Airlines,Miami,Buenos Aires,Economy,82.0,3.0,1,Noche Tardia,211.73
FL-009807,PNR-203987,2024-08-24,Avianca,Santiago,Lima,Economy,117.0,7.0,0,Mañana,149.85
FL-019761,PNR-710046,2024-01-31,JetSmart,Sao Paulo,Bogota,Economy,73.0,5.0,1,Tarde,45.0
FL-012771,PNR-238060,2023-08-05,Iberia,Sao Paulo,Buenos Aires,Economy,409.0,66.0,0,Noche Tardia,186.12
FL-014147,PNR-763972,2025-03-07,Avianca,Bogota,Lima,Economy,203.0,33.0,0,Noche Tardia,158.35
FL-012238,PNR-454827,2025-05-04,Copa Airlines,Buenos Aires,Sao Paulo,Economy,388.0,14.0,1,Tarde,287.47
FL-019184,PNR-420695,2024-11-15,Avianca,Sao Paulo,Mexico City,Economy,154.0,3.0,0,Noche,125.42
FL-017765,PNR-205724,2024-09-08,Copa Airlines,Mexico City,Santiago,Economy,343.0,4.0,0,Madrugada,227.49
FL-016672,PNR-499631,2025-06-25,JetSmart,Miami,Madrid,Economy,289.0,6.0,0,Mañana,121.57
FL-006819,PNR-525965,2025-12-29,Copa Airlines,Lima,Mexico City,Premium Economy,290.0,12.0,2,Tarde,481.22
FL-006679,PNR-647307,2025-05-28,LATAM,Sao Paulo,Bogota,Economy,344.0,90.0,1,Noche,166.82
FL-014533,PNR-518330,2024-05-11,LATAM,Bogota,Miami,Premium Economy,370.0,6.0,0,Noche Tardia,450.24
FL-002555,PNR-195180,2023-11-29,Sky Airline,Miami,Lima,Premium Economy,335.0,1.0,2,Tarde,417.17
FL-014129,PNR-201775,2023-06-26,JetSmart,Mexico City,Miami,Economy,279.0,1.0,0,Mañana,129.32
FL-015303,PNR-637158,2023-09-16,American Airlines,Mexico City,Miami,Premium Economy,45.0,3.0,1,Tarde,404.0
FL-005581,PNR-706590,2023-12-20,Copa Airlines,Buenos Aires,Mexico City,Premium Economy,45.0,2.0,0,Mañana,328.75
FL-014488,PNR-518455,2025-03-21,Sky Airline,Bogota,Santiago,Economy,377.0,16.0,1,Noche,273.29
FL-012995,PNR-845255,2024-03-28,Copa Airlines,Sao Paulo,Bogota,Economy,169.0,32.0,1,Madrugada,134.55
FL-001220,PNR-910339,2025-10-02,Copa Airlines,Bogota,Lima,Premium Economy,149.0,53.0,2,Madrugada,275.49
FL-016769,PNR-407967,2025-01-12,Avianca,Buenos Aires,Madrid,Business,385.0,73.0,0,Noche,658.83
FL-004742,PNR-685275,2025-10-27,Iberia,Santiago,Lima,Economy,282.0,23.0,0,Mañana,278.25
FL-016148,PNR-967877,2024-09-14,American Airlines,Mexico City,Miami,Economy,309.0,,0,Noche Tardia,222.43
FL-008113,PNR-129846,2024-05-19,Copa Airlines,Buenos Aires,Madrid,Economy,306.0,22.0,0,Noche Tardia,243.93
FL-001481,PNR-424990,2025-03-19,JetSmart,Santiago,Madrid,Economy,45.0,2.0,1,Noche,45.0
FL-009423,PNR-112505,2025-07-13,Iberia,Lima,Buenos Aires,Premium Economy,76.0,14.0,0,Tarde,312.49
FL-013624,PNR-308750,2024-01-02,American Airlines,Madrid,Buenos Aires,Economy,,,1,Noche Tardia,200.99
FL-019859,PNR-929660,2024-11-25,LATAM,Lima,Buenos Aires,Economy,174.0,4.0,1,Tarde,195.98
FL-017571,PNR-615086,2023-07-17,LATAM,Miami,Sao Paulo,Economy,285.0,30.0,1,Mañana,205.53
FL-010948,PNR-555782,2024-12-20,American Airlines,Sao Paulo,Santiago,Business,257.0,,1,Mañana,823.51
FL-000721,PNR-311826,2024-05-19,Copa Airlines,Sao Paulo,Bogota,Economy,326.0,1.0,0,Madrugada,284.12
FL-005147,PNR-538424,2024-04-10,LATAM,Miami,Madrid,Economy,130.0,23.0,1,Tarde,183.38
FL-015783,PNR-385814,2024-09-10,American Airlines,Miami,Lima,Premium Economy,69.0,9.0,0,Noche Tardia,315.55
FL-017337,PNR-543995,2023-07-30,American Airlines,Santiago,Lima,Economy,209.0,3.0,1,Tarde,317.0
FL-018616,PNR-447833,2024-08-30,LATAM,Lima,Sao Paulo,Economy,252.0,9.0,2,Mañana,290.75
FL-016962,PNR-749741,2024-01-18,Copa Airlines,Santiago,Mexico City,Economy,295.0,11.0,2,Tarde,345.0
FL-001710,PNR-890830,2024-11-30,Sky Airline,Mexico City,Lima,Premium Economy,92.0,8.0,0,Tarde,240.91
FL-000321,PNR-585955,2024-05-29,Iberia,Santiago,Bogota,Economy,332.0,9.0,0,Mañana,262.79
FL-014407,PNR-356776,2024-10-03,JetSmart,Mexico City,Sao Paulo,Economy,229.0,19.0,2,Mañana,106.03
FL-011166,PNR-142012,2024-10-31,Sky Airline,Sao Paulo,Mexico City,Premium Economy,307.0,4.0,1,Noche Tardia,352.32
FL-012670,PNR-155768,2023-11-24,Iberia,Lima,Buenos Aires,Economy,152.0,42.0,2,Madrugada,199.26
FL-019132,PNR-259854,2025-05-24,American Airlines,Sao Paulo,Madrid,Economy,228.0,84.0,0,Madrugada,45.0
FL-002758,PNR-636791,2024-07-02,Sky Airline,Mexico City,Madrid,Economy,259.0,8.0,0,Noche,173.56
FL-012017,PNR-593067,2023-09-15,Iberia,Sao Paulo,Madrid,Economy,166.0,31.0,2,Noche Tardia,158.9
FL-002960,PNR-696810,2025-03-07,Sky Airline,Buenos Aires,Miami,Premium Economy,45.0,26.0,0,Noche Tardia,122.72
FL-017494,PNR-702285,2023-07-17,Avianca,Madrid,Sao Paulo,Economy,202.0,67.0,0,Noche,52.91
FL-018992,PNR-460158,2024-02-14,Iberia,Bogota,Buenos Aires,Economy,288.0,25.0,1,Noche Tardia,240.92
FL-015650,PNR-898036,2023-08-09,Avianca,Sao Paulo,Miami,Premium Economy,376.0,1.0,0,Noche,428.63
FL-019000,PNR-230522,2025-09-07,JetSmart,Sao Paulo,Madrid,Economy,166.0,2.0,1,Madrugada,45.32
FL-003964,PNR-767490,2024-09-14,LATAM,Mexico City,Santiago,Economy,45.0,4.0,0,Mañana,134.46
FL-009398,PNR-482145,2025-09-21,LATAM,Madrid,Santiago,Premium Economy,157.0,16.0,2,Noche Tardia,410.89
FL-010657,PNR-358549,2024-01-24,LATAM,Lima,Buenos Aires,Business,347.0,19.0,0,Noche,749.13
FL-007784,PNR-177802,2025-05-23,LATAM,Santiago,Bogota,Business,366.0,3.0,1,Madrugada,890.35
FL-018651,PNR-290816,2023-06-17,Sky Airline,Bogota,Sao Paulo,Economy,234.0,2.0,1,Noche,222.83
FL-014085,PNR-721350,2025-05-21,Copa Airlines,Santiago,Miami,Economy,199.0,42.0,0,Noche Tardia,45.0
FL-011898,PNR-679883,2024-11-12,Iberia,Sao Paulo,Lima,Economy,45.0,11.0,1,Noche,165.47
FL-002506,PNR-916071,2024-04-23,American Airlines,Buenos Aires,Sao Paulo,Economy,336.0,24.0,2,Noche Tardia,297.08
FL-012840,PNR-764636,2025-06-07,American Airlines,Sao Paulo,Miami,Business,202.0,0.0,2,Mañana,790.22
FL-004344,PNR-607264,2024-03-06,American Airlines,Mexico City,Bogota,Economy,448.0,15.0,0,Noche Tardia,403.74
FL-013234,PNR-989022,2025-10-21,JetSmart,Bogota,Miami,Premium Economy,289.0,5.0,1,Mañana,302.88
FL-000823,PNR-652657,2024-10-29,LATAM,Miami,Sao Paulo,Economy,334.0,,2,Mañana,347.34
FL-009402,PNR-839376,2025-05-03,American Airlines,Santiago,Mexico City,Economy,46.0,4.0,0,Mañana,120.28
FL-004887,PNR-521787,2024-07-16,American Airlines,Lima,Sao Paulo,Economy,234.0,18.0,2,Mañana,190.46
FL-014540,PNR-400307,2025-08-17,Sky Airline,Buenos Aires,Mexico City,Business,316.0,2.0,1,Mañana,740.05
FL-006784,PNR-363611,2024-07-06,Copa Airlines,Bogota,Santiago,Premium Economy,306.0,6.0,2,Mañana,511.07
FL-004671,PNR-754237,2025-09-20,Iberia,Miami,Buenos Aires,Premium Economy,53.0,11.0,0,Madrugada,269.7
FL-003497,PNR-173622,2024-03-12,American Airlines,Santiago,Madrid,Economy,343.0,7.0,1,Madrugada,339.08
FL-014503,PNR-905784,2025-01-21,Avianca,Santiago,Miami,Economy,453.0,13.0,0,Noche,335.6
FL-016479,PNR-867084,2025-12-08,Sky Airline,Madrid,Miami,Economy,145.0,25.0,0,Mañana,47.59
FL-014084,PNR-863316,2024-06-14,Iberia,Buenos Aires,Lima,Economy,220.0,13.0,1,Noche,233.76
FL-019192,PNR-912106,2024-02-01,Iberia,Buenos Aires,Madrid,Economy,184.0,36.0,2,Noche Tardia,188.68
FL-010795,PNR-944473,2025-01-23,Avianca,Bogota,Madrid,Premium Economy,315.0,7.0,0,Noche,398.56
FL-001349,PNR-945716,2023-10-24,Iberia,Buenos Aires,Sao Paulo,Economy,375.0,22.0,0,Mañana,316.01
FL-010462,PNR-822687,2023-12-27,American Airlines,Santiago,Mexico City,Premium Economy,70.0,5.0,0,Tarde,315.92
FL-011489,PNR-980082,2023-11-02,American Airlines,Madrid,Santiago,Business,138.0,36.0,0,Mañana,679.76
FL-019921,PNR-544431,2025-04-10,JetSmart,Bogota,Mexico City,Economy,170.0,15.0,1,Tarde,67.84
FL-018170,PNR-914282,2024-05-23,Copa Airlines,Miami,Bogota,Economy,140.0,19.0,0,Noche,125.09
FL-004763,PNR-390537,2024-04-30,Iberia,Lima,Santiago,Economy,,13.0,1,Mañana,130.06
FL-011081,PNR-384796,2025-08-31,JetSmart,Buenos Aires,Santiago,Economy,128.0,25.0,0,Noche,45.0
FL-016219,PNR-937515,2024-07-15,JetSmart,Mexico City,Lima,Economy,291.0,49.0,1,Madrugada,45.0
FL-007351,PNR-460858,2023-10-17,American Airlines,Lima,Bogota,Economy,210.0,,0,Madrugada,256.36
FL-016206,PNR-723880,2025-10-14,Copa Airlines,Santiago,Bogota,Economy,132.0,15.0,1,Mañana,162.37
FL-016099,PNR-471727,2024-08-23,Copa Airlines,Mexico City,Madrid,Economy,403.0,20.0,0,Tarde,188.15
FL-013500,PNR-114713,2025-06-12,Copa Airlines,Sao Paulo,Miami,Economy,45.0,7.0,0,Noche,145.3
FL-015039,PNR-655638,2023-12-15,LATAM,Sao Paulo,Mexico City,Premium Economy,414.0,13.0,1,Noche Tardia,579.98
FL-012940,PNR-734017,2024-09-27,Sky Airline,Santiago,Buenos Aires,Economy,212.0,13.0,1,Mañana,108.05
FL-001699,PNR-225819,2025-09-14,Iberia,Lima,Madrid,Economy,339.0,19.0,0,Tarde,180.34
FL-018629,PNR-108425,2023-11-28,American Airlines,Lima,Madrid,Economy,190.0,7.0,0,Madrugada,179.19
FL-006106,PNR-165825,2024-03-25,American Airlines,Santiago,Buenos Aires,Economy,,4.0,1,Tarde,319.01
FL-004454,PNR-781014,2025-06-09,Sky Airline,Bogota,Buenos Aires,Economy,157.0,21.0,1,Tarde,95.45
FL-009552,PNR-376279,2024-09-10,JetSmart,Miami,Madrid,Premium Economy,301.0,12.0,0,Mañana,263.44
FL-009301,PNR-365851,2023-07-08,JetSmart,Santiago,Madrid,Economy,333.0,4.0,0,Madrugada,216.92
FL-014279,PNR-252439,2024-05-12,JetSmart,Mexico City,Sao Paulo,Premium Economy,259.0,8.0,0,Tarde,299.45
FL-002167,PNR-861633,2024-02-04,Copa Airlines,Buenos Aires,Sao Paulo,Economy,169.0,0.0,2,Noche Tardia,265.33
FL-002980,PNR-251903,2024-01-08,JetSmart,Madrid,Buenos Aires,Economy,278.0,63.0,2,Tarde,121.45
FL-016540,PNR-884050,2024-02-24,Sky Airline,Miami,Sao Paulo,Economy,361.0,20.0,1,Madrugada,190.86
FL-004384,PNR-668870,2024-10-08,Sky Airline,Santiago,Sao Paulo,Economy,164.0,4.0,2,Madrugada,164.13
FL-015558,PNR-860009,2023-09-16,JetSmart,Sao Paulo,Mexico City,Economy,94.0,53.0,0,Mañana,45.0
FL-011308,PNR-439117,2025-06-17,American Airlines,Madrid,Mexico City,Economy,152.0,9.0,0,Noche,111.66
FL-005202,PNR-502923,2023-08-29,Avianca,Santiago,Miami,Economy,233.0,14.0,1,Noche,225.94
FL-012893,PNR-832148,2025-02-27,Iberia,Miami,Bogota,Business,149.0,2.0,1,Noche,724.68
FL-013338,PNR-175815,2025-09-28,Avianca,Santiago,Bogota,Business,,5.0,0,Tarde,679.92
FL-003723,PNR-583878,2023-06-09,Avianca,Santiago,Madrid,Economy,351.0,8.0,0,Noche Tardia,259.28
FL-000234,PNR-281822,2025-08-25,Avianca,Sao Paulo,Mexico City,Economy,183.0,5.0,2,Madrugada,315.33
FL-003599,PNR-487963,2023-11-16,Sky Airline,Sao Paulo,Madrid,Premium Economy,77.0,1.0,2,Mañana,269.06
FL-003062,PNR-823207,2025-11-10,Avianca,Santiago,Buenos Aires,Economy,231.0,4.0,1,Madrugada,250.3
FL-011652,PNR-321360,2025-02-20,JetSmart,Bogota,Buenos Aires,Economy,362.0,6.0,1,Madrugada,127.61
FL-008895,PNR-554497,2024-02-03,LATAM,Lima,Bogota,Economy,468.0,0.0,0,Madrugada,281.81
FL-019846,PNR-456067,2024-06-06,Avianca,Santiago,Madrid,Economy,167.0,47.0,0,Mañana,60.85
FL-010689,PNR-731238,2024-06-03,Avianca,Santiago,Madrid,Economy,171.0,3.0,0,Noche,134.84
FL-007377,PNR-920417,2025-01-03,American Airlines,Sao Paulo,Santiago,Premium Economy,260.0,11.0,1,Noche,464.12
FL-001371,PNR-511685,2024-09-11,Avianca,Mexico City,Lima,Premium Economy,376.0,23.0,0,Madrugada,343.33
FL-005688,PNR-287142,2025-01-26,Copa Airlines,Santiago,Buenos Aires,Premium Economy,149.0,46.0,1,Noche Tardia,276.11
FL-015338,PNR-198861,2023-08-28,Sky Airline,Santiago,Mexico City,Economy,386.0,12.0,1,Tarde,218.4
FL-009238,PNR-378516,2025-02-06,Sky Airline,Bogota,Miami,Economy,142.0,12.0,1,Mañana,45.0
FL-001796,PNR-804912,2023-12-13,American Airlines,Santiago,Sao Paulo,Economy,148.0,14.0,0,Tarde,181.45
FL-012296,PNR-753691,2024-08-02,Sky Airline,Madrid,Buenos Aires,Economy,231.0,4.0,0,Noche,62.88
FL-019309,PNR-639569,2024-05-14,Sky Airline,Buenos Aires,Bogota,Economy,193.0,,0,Noche Tardia,96.93
FL-008614,PNR-443455,2024-12-19,American Airlines,Madrid,Lima,Economy,219.0,0.0,2,Noche Tardia,336.79
FL-012289,PNR-563149,2024-10-06,Iberia,Madrid,Buenos Aires,Premium Economy,216.0,11.0,1,Tarde,433.59
FL-002492,PNR-357388,2024-03-02,Iberia,Madrid,Mexico City,Economy,265.0,6.0,2,Noche Tardia,311.88
FL-017967,PNR-528942,2025-06-21,Avianca,Santiago,Buenos Aires,Economy,57.0,12.0,0,Mañana,125.68
FL-018182,PNR-538190,2024-01-08,LATAM,Santiago,Miami,Premium Economy,250.0,1.0,2,Noche,518.18
FL-012131,PNR-652822,2025-12-20,Copa Airlines,Santiago,Miami,Premium Economy,45.0,41.0,1,Tarde,234.61
FL-004952,PNR-506823,2024-03-22,LATAM,Buenos Aires,Sao Paulo,Business,342.0,5.0,0,Noche Tardia,783.19
FL-003114,PNR-400467,2023-09-13,American Airlines,Santiago,Lima,Economy,303.0,27.0,0,Tarde,194.42
FL-019663,PNR-512795,2025-07-26,Copa Airlines,Mexico City,Bogota,Economy,375.0,24.0,0,Noche,219.71
FL-014048,PNR-426295,2024-11-13,JetSmart,Santiago,Madrid,Economy,111.0,0.0,1,Noche Tardia,71.67
FL-008775,PNR-395863,2025-06-20,American Airlines,Buenos Aires,Mexico City,Economy,45.0,11.0,1,Tarde,144.94
FL-000805,PNR-586829,2024-03-08,JetSmart,Mexico City,Santiago,Economy,442.0,4.0,1,Tarde,254.6
FL-017567,PNR-100067,2023-07-04,American Airlines,Buenos Aires,Bogota,Business,120.0,6.0,0,Noche Tardia,602.44
FL-012096,PNR-802363,2023-06-21,LATAM,Sao Paulo,Lima,Economy,230.0,8.0,1,Mañana,217.14
FL-001197,PNR-448805,2025-09-22,Copa Airlines,Sao Paulo,Mexico City,Premium Economy,,9.0,2,Tarde,582.05
FL-012753,PNR-198491,2023-11-22,Avianca,Santiago,Miami,Economy,236.0,4.0,2,Noche Tardia,246.4
FL-007109,PNR-888736,2024-07-09,Iberia,Bogota,Sao Paulo,Business,275.0,1.0,0,Noche,831.57
FL-007829,PNR-973639,2025-06-14,JetSmart,Lima,Mexico City,Premium Economy,89.0,0.0,1,Mañana,302.59
FL-014816,PNR-268546,2023-11-07,Avianca,Bogota,Mexico City,Economy,214.0,4.0,1,Mañana,139.18
FL-012164,PNR-833313,2025-10-15,Sky Airline,Lima,Madrid,Premium Economy,142.0,48.0,0,Noche,165.3
FL-017192,PNR-431898,2025-01-14,Copa Airlines,Santiago,Sao Paulo,Premium Economy,247.0,22.0,1,Madrugada,365.47
FL-001244,PNR-613050,2024-07-12,Sky Airline,Buenos Aires,Miami,Economy,102.0,4.0,1,Noche,45.0
FL-014263,PNR-489436,2025-10-25,Avianca,Madrid,Santiago,Economy,442.0,46.0,0,Noche,179.96
FL-018344,PNR-876422,2024-07-11,Sky Airline,Santiago,Madrid,Economy,160.0,,2,Tarde,86.4
FL-006034,PNR-762733,2024-01-26,Sky Airline,Bogota,Sao Paulo,Economy,235.0,9.0,1,Noche,218.26
FL-004497,PNR-954150,2023-06-15,LATAM,Miami,Madrid,Economy,155.0,9.0,0,Noche Tardia,216.19
FL-015317,PNR-313886,2025-08-24,Avianca,Buenos Aires,Miami,Economy,235.0,15.0,1,Tarde,188.95
FL-003924,PNR-126302,2024-06-03,Sky Airline,Madrid,Mexico City,Economy,,18.0,0,Mañana,173.42
FL-009951,PNR-407938,2024-04-20,American Airlines,Mexico City,Madrid,Premium Economy,179.0,1.0,0,Noche,375.62
FL-003392,PNR-119541,2025-07-07,Copa Airlines,Buenos Aires,Bogota,Economy,251.0,14.0,1,Madrugada,205.48
FL-016885,PNR-734518,2025-06-06,Iberia,Santiago,Sao Paulo,Economy,383.0,12.0,1,Tarde,325.45
FL-011107,PNR-734894,2024-04-23,LATAM,Mexico City,Santiago,Economy,268.0,7.0,1,Madrugada,224.32
FL-016620,PNR-742575,2025-02-20,LATAM,Lima,Bogota,Premium Economy,139.0,7.0,0,Madrugada,378.44
FL-001215,PNR-712493,2023-10-07,American Airlines,Mexico City,Buenos Aires,Economy,258.0,18.0,2,Mañana,320.36
