block_id,internal_code,record_date,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude,ocean_proximity,median_house_value
BLOCK-005112,93009,2021-12-12,1.1979,44.0,6515.0,1277.0,3930,929.0,35.33,-122.12,INLAND,75137.0
BLOCK-019323,87604,2023-03-16,,40.0,7376.0,1393.0,5353,1351.0,38.24,-114.04,<1H OCEAN,178093.0
BLOCK-015047,93225,2020-04-17,3.4826,22.0,5612.0,1078.0,535,150.0,38.48,-119.03,<1H OCEAN,221463.0
BLOCK-014947,61257,2022-09-28,3.2703,14.0,5383.0,1335.0,1322,464.0,36.65,-114.78,INLAND,195093.0
BLOCK-012572,90654,2024-12-05,1.4529,49.0,2111.0,509.0,3700,965.0,32.9,-117.55,INLAND,78518.0
BLOCK-019551,21049,2022-01-28,1.4359,20.0,6758.0,1581.0,716,197.0,37.13,-118.85,INLAND,82542.0
BLOCK-017147,66275,2022-07-21,2.6779,7.0,924.0,274.0,2200,822.0,33.68,-117.81,NEAR BAY,141069.0
BLOCK-012829,78289,2023-04-07,2.4572,9.0,6056.0,1308.0,2410,622.0,36.79,-117.1,<1H OCEAN,253863.0
BLOCK-011659,43139,2021-04-04,2.1097,16.0,3545.0,707.0,454,157.0,39.0,-119.08,<1H OCEAN,221700.0
BLOCK-009412,45204,2023-10-26,3.5118,26.0,4543.0,1133.0,1852,468.0,35.47,-123.84,INLAND,142515.0
BLOCK-009839,73462,2021-02-13,3.968,21.0,6151.0,1334.0,1988,752.0,35.45,-114.86,NEAR OCEAN,302273.0
BLOCK-017974,86111,2021-08-07,4.1711,30.0,1681.0,267.0,3857,915.0,41.74,-115.08,NEAR OCEAN,209101.0
BLOCK-000474,76074,2024-06-01,1.5898,44.0,6596.0,,5773,1735.0,34.9,-121.98,<1H OCEAN,227331.0
BLOCK-015925,58955,2020-01-11,2.5699,41.0,3932.0,604.0,5251,1509.0,40.0,-123.48,NEAR BAY,130935.0
BLOCK-008149,35486,2022-04-24,2.3159,37.0,6564.0,,4394,987.0,39.33,-117.54,<1H OCEAN,193983.0
BLOCK-003128,76899,2022-01-11,1.9754,6.0,586.0,123.0,2388,825.0,39.67,-123.56,NEAR BAY,58819.0
BLOCK-010992,89907,2023-03-28,3.7964,16.0,3762.0,1068.0,3380,992.0,40.72,-116.48,<1H OCEAN,308602.0
BLOCK-017910,30414,2021-02-18,1.8899,35.0,5883.0,1189.0,591,150.0,34.5,-118.7,<1H OCEAN,165835.0
BLOCK-002189,34263,2024-05-10,1.7247,44.0,1418.0,334.0,3294,998.0,38.05,-124.3,NEAR OCEAN,192766.0
BLOCK-015342,78002,2021-12-08,4.3682,33.0,2758.0,815.0,535,181.0,39.64,-116.22,<1H OCEAN,304262.0
BLOCK-012477,60494,2021-12-10,1.6564,25.0,5699.0,1023.0,744,212.0,38.62,-123.97,<1H OCEAN,193763.0
BLOCK-006087,14370,2021-02-04,3.3341,18.0,1793.0,,2645,668.0,36.55,-114.43,INLAND,179486.0
BLOCK-004671,10833,2024-07-25,3.7759,3.0,3839.0,899.0,1418,500.0,41.07,-121.3,NEAR BAY,197888.0
BLOCK-017511,91184,2022-07-04,0.8937,19.0,2375.0,436.0,407,97.0,37.74,-122.47,INLAND,53798.0
BLOCK-009976,47408,2020-12-29,2.5955,11.0,1214.0,324.0,2360,527.0,36.73,-123.94,NEAR BAY,153932.0
BLOCK-012309,32882,2020-06-28,1.7999,3.0,2021.0,424.0,2803,703.0,41.26,-122.32,INLAND,75568.0
BLOCK-004045,98864,2020-04-22,,28.0,352.0,86.0,3271,757.0,39.06,-121.29,<1H OCEAN,167892.0
BLOCK-007751,80104,2020-06-13,1.5455,17.0,6327.0,1249.0,2461,559.0,37.34,-115.68,<1H OCEAN,189013.0
BLOCK-003434,54898,2023-08-16,3.4454,36.0,5793.0,878.0,783,228.0,38.09,-114.3,<1H OCEAN,270281.0
BLOCK-000718,54724,2021-06-14,7.7336,45.0,2009.0,551.0,4405,1483.0,36.29,-114.89,NEAR BAY,284164.0
BLOCK-013991,22138,2020-01-06,2.3891,13.0,314.0,87.0,469,114.0,36.36,-118.57,<1H OCEAN,252529.0
BLOCK-016267,64878,2024-08-28,2.2799,47.0,4736.0,1193.0,5382,1829.0,34.82,-123.7,NEAR OCEAN,209717.0
BLOCK-019083,68296,2023-07-11,2.2428,17.0,5446.0,1088.0,4943,1667.0,38.13,-124.02,INLAND,147835.0
BLOCK-015318,69138,2024-08-24,2.7578,16.0,3186.0,868.0,4933,1826.0,39.04,-114.1,<1H OCEAN,201802.0
BLOCK-004772,68744,2024-06-20,2.4345,34.0,2756.0,438.0,1338,413.0,32.79,-123.04,<1H OCEAN,190641.0
BLOCK-000856,23869,2023-12-01,3.5912,50.0,1216.0,314.0,3788,950.0,32.67,-118.42,<1H OCEAN,239509.0
BLOCK-018634,42775,2021-01-31,2.1433,41.0,2567.0,769.0,3342,942.0,35.31,-119.84,<1H OCEAN,224694.0
BLOCK-011844,93928,2024-09-04,1.1338,23.0,5832.0,1636.0,578,183.0,36.92,-120.24,<1H OCEAN,140711.0
BLOCK-004388,62245,2024-09-27,2.9135,51.0,4661.0,929.0,2270,551.0,38.98,-119.48,<1H OCEAN,201316.0
BLOCK-005357,22092,2023-11-09,2.284,49.0,4913.0,899.0,3996,969.0,33.63,-122.5,INLAND,109824.0
BLOCK-012179,20837,2023-02-16,3.5407,29.0,3505.0,1042.0,2631,589.0,34.01,-119.01,<1H OCEAN,227514.0
BLOCK-019784,58570,2024-04-07,3.5203,47.0,6066.0,1025.0,376,112.0,35.78,-114.5,<1H OCEAN,265121.0
BLOCK-012749,17866,2024-10-24,2.8275,14.0,2696.0,560.0,4840,1792.0,33.31,-123.36,<1H OCEAN,237141.0
BLOCK-014118,28842,2021-02-12,0.9877,48.0,1955.0,441.0,3745,925.0,33.32,-122.2,INLAND,97293.0
BLOCK-019000,31801,2022-04-23,3.8818,47.0,7495.0,2021.0,2259,847.0,36.27,-121.5,<1H OCEAN,254655.0
BLOCK-012642,83993,2021-02-14,4.8972,30.0,1351.0,401.0,5495,1341.0,35.3,-121.43,<1H OCEAN,305656.0
BLOCK-009664,26793,2023-04-03,2.8424,38.0,5990.0,,909,242.0,34.25,-124.12,<1H OCEAN,221102.0
BLOCK-012325,89509,2022-10-14,4.1856,34.0,3478.0,657.0,2947,675.0,39.86,-121.67,INLAND,169270.0
BLOCK-002334,46823,2021-09-14,2.9578,48.0,1154.0,177.0,4301,1171.0,33.17,-120.17,INLAND,155461.0
BLOCK-017193,98934,2020-04-19,2.5557,38.0,7418.0,2074.0,5840,1858.0,40.32,-119.47,NEAR BAY,133495.0
BLOCK-012047,57371,2021-03-07,2.5422,26.0,3543.0,587.0,1251,366.0,37.4,-121.84,<1H OCEAN,187956.0
BLOCK-002177,94881,2021-06-05,3.7675,44.0,5222.0,1254.0,3986,1534.0,40.01,-118.24,<1H OCEAN,302192.0
BLOCK-014176,45465,2023-12-24,1.6595,41.0,3021.0,646.0,5644,1269.0,41.76,-115.03,NEAR BAY,106033.0
BLOCK-011429,71338,2020-02-04,2.3209,9.0,5812.0,1083.0,4572,1261.0,37.19,-115.34,INLAND,124798.0
BLOCK-014240,49950,2023-02-15,1.8671,3.0,4934.0,1227.0,220,66.0,41.48,-114.05,INLAND,131616.0
BLOCK-016379,13519,2023-03-19,1.8975,26.0,2617.0,697.0,212,54.0,39.82,-117.49,INLAND,100319.0
BLOCK-010646,23669,2024-10-15,3.323,14.0,6070.0,1711.0,5284,1836.0,34.1,-121.49,NEAR BAY,191813.0
BLOCK-006914,67756,2020-06-20,3.5649,45.0,2140.0,572.0,2496,801.0,40.05,-122.72,INLAND,163507.0
BLOCK-011782,40384,2020-09-28,6.2754,47.0,2541.0,652.0,137,38.0,33.61,-122.71,NEAR BAY,277787.0
BLOCK-007932,84206,2020-08-06,4.135,41.0,6843.0,1938.0,203,74.0,35.72,-120.69,<1H OCEAN,238418.0
BLOCK-001510,60332,2021-11-11,4.1494,41.0,3801.0,918.0,1846,600.0,37.61,-124.31,<1H OCEAN,226773.0
BLOCK-004871,81822,2020-06-18,2.3688,42.0,5244.0,1097.0,3947,976.0,38.88,-123.52,<1H OCEAN,196899.0
BLOCK-016160,74458,2021-05-24,1.7635,35.0,2698.0,548.0,397,93.0,41.02,-117.66,<1H OCEAN,244819.0
BLOCK-004037,86655,2021-10-14,0.6465,21.0,3344.0,,3280,1089.0,41.72,-115.91,<1H OCEAN,186181.0
BLOCK-007958,26499,2021-09-12,2.0859,14.0,4490.0,923.0,4092,1024.0,37.54,-114.41,NEAR OCEAN,130192.0
BLOCK-008403,33540,2022-04-14,2.1167,1.0,2890.0,726.0,5420,1901.0,35.02,-115.53,<1H OCEAN,218617.0
BLOCK-000385,45619,2024-12-19,3.634,21.0,2564.0,537.0,2963,704.0,33.89,-114.66,<1H OCEAN,258723.0
BLOCK-006478,89612,2020-02-11,1.4606,23.0,4686.0,848.0,128,41.0,35.04,-120.46,<1H OCEAN,149947.0
BLOCK-002065,56903,2021-12-07,2.7713,20.0,4182.0,746.0,5008,1327.0,35.49,-120.82,<1H OCEAN,233724.0
BLOCK-016593,16737,2022-02-07,4.2363,17.0,3238.0,944.0,5162,1189.0,38.39,-117.98,NEAR OCEAN,238686.0
BLOCK-009561,25145,2022-09-18,1.2718,10.0,3758.0,804.0,5305,2051.0,36.79,-120.82,<1H OCEAN,189517.0
BLOCK-018372,56405,2023-04-06,6.4315,39.0,6721.0,1353.0,2561,667.0,35.75,-116.14,INLAND,250034.0
BLOCK-007771,18523,2023-07-18,3.5121,3.0,3887.0,733.0,4610,1162.0,34.42,-117.82,<1H OCEAN,233738.0
BLOCK-011498,54665,2021-07-21,3.3769,10.0,1447.0,234.0,4537,1198.0,37.71,-115.43,<1H OCEAN,267017.0
BLOCK-002238,13354,2021-11-01,3.8937,7.0,1718.0,390.0,3892,970.0,35.83,-118.27,INLAND,187268.0
BLOCK-011343,96449,2022-04-30,,40.0,1227.0,237.0,4911,1501.0,38.55,-115.07,<1H OCEAN,191594.0
BLOCK-019547,17333,2022-10-06,1.3805,25.0,480.0,90.0,3408,921.0,35.68,-116.8,<1H OCEAN,194490.0
BLOCK-012419,14451,2023-06-11,5.0345,47.0,2690.0,802.0,4187,1464.0,36.24,-115.07,ISLAND,337963.0
BLOCK-005245,18530,2023-06-26,0.7981,26.0,2104.0,336.0,2584,666.0,32.92,-115.12,INLAND,50387.0
BLOCK-004755,93507,2023-09-28,2.2599,6.0,7709.0,1760.0,1000,360.0,40.58,-123.68,NEAR BAY,58409.0
BLOCK-018772,31598,2024-11-01,1.8628,21.0,5468.0,1167.0,1653,516.0,37.32,-120.54,<1H OCEAN,211437.0
BLOCK-005071,31912,2023-02-20,,44.0,7197.0,1706.0,5167,1717.0,39.67,-121.43,<1H OCEAN,244586.0
BLOCK-013758,51906,2023-04-11,1.3949,6.0,4153.0,,2539,660.0,39.32,-118.95,INLAND,79364.0
BLOCK-012809,32271,2024-08-06,6.371,11.0,1056.0,,4809,1081.0,38.91,-117.75,INLAND,279222.0
BLOCK-018504,74285,2023-09-02,0.9221,19.0,6683.0,1852.0,277,93.0,41.41,-123.32,NEAR OCEAN,122444.0
BLOCK-007316,10730,2023-11-09,1.6328,27.0,1819.0,317.0,5553,1730.0,36.05,-118.52,<1H OCEAN,172443.0
BLOCK-000980,24357,2024-03-22,2.5369,4.0,5595.0,1533.0,4216,1003.0,34.59,-118.68,<1H OCEAN,218637.0
BLOCK-005115,36305,2024-03-05,1.3162,37.0,5422.0,1073.0,5287,1250.0,40.32,-122.05,NEAR OCEAN,165315.0
BLOCK-007552,16572,2020-06-19,1.8925,9.0,2839.0,446.0,2484,635.0,40.19,-119.41,<1H OCEAN,177116.0
BLOCK-016222,57921,2024-07-13,2.3166,5.0,2454.0,612.0,2838,738.0,35.16,-114.86,<1H OCEAN,164491.0
BLOCK-007112,46690,2020-07-29,3.8122,,5450.0,1336.0,2760,884.0,41.06,-124.41,INLAND,191079.0
BLOCK-015704,40005,2022-11-24,3.9912,10.0,882.0,257.0,811,210.0,38.8,-117.2,<1H OCEAN,256300.0
BLOCK-015949,54619,2024-11-17,2.5762,13.0,3743.0,895.0,214,57.0,40.02,-114.71,INLAND,134668.0
BLOCK-012088,16700,2023-05-08,1.373,50.0,1677.0,344.0,2195,535.0,39.62,-115.74,INLAND,74338.0
BLOCK-019774,80977,2021-12-24,1.887,33.0,1846.0,321.0,4764,1513.0,37.32,-114.15,INLAND,116781.0
BLOCK-017225,60130,2024-09-14,3.244,,2739.0,419.0,1517,561.0,33.69,-114.87,<1H OCEAN,246584.0
BLOCK-009703,24286,2020-03-26,1.1786,23.0,3760.0,610.0,4267,1001.0,34.25,-122.97,<1H OCEAN,120065.0
BLOCK-015989,29806,2020-06-02,1.5924,1.0,7590.0,1669.0,3181,917.0,41.29,-121.15,NEAR OCEAN,197605.0
BLOCK-002684,59520,2023-02-15,3.6598,33.0,5364.0,1188.0,4904,1190.0,34.5,-118.66,INLAND,197322.0
BLOCK-018192,17669,2020-03-22,2.0966,12.0,6988.0,1066.0,5887,1601.0,32.55,-120.11,<1H OCEAN,219424.0
BLOCK-007066,70693,2024-10-17,4.1509,18.0,5509.0,1111.0,1219,345.0,35.68,-115.13,NEAR BAY,191356.0
BLOCK-005859,36621,2020-08-13,2.3976,20.0,6468.0,1278.0,402,93.0,38.5,-121.04,INLAND,95775.0
BLOCK-006847,40286,2023-02-25,10.4999,26.0,1325.0,286.0,5428,1306.0,41.57,-116.52,INLAND,396573.0
BLOCK-004847,12084,2020-03-01,2.03,31.0,7621.0,1210.0,4643,1058.0,41.24,-121.02,INLAND,71691.0
BLOCK-012832,96560,2024-04-24,2.2131,42.0,3928.0,702.0,4660,1260.0,35.34,-123.63,INLAND,140957.0
BLOCK-018859,91846,2024-05-25,2.4412,40.0,1441.0,254.0,3731,1396.0,38.01,-122.22,NEAR OCEAN,225214.0
BLOCK-002904,30138,2024-07-29,3.1836,19.0,260.0,77.0,2820,874.0,33.39,-121.87,<1H OCEAN,254558.0
BLOCK-019868,26731,2020-11-26,1.3915,44.0,3497.0,725.0,3970,1144.0,39.65,-123.98,<1H OCEAN,134356.0
BLOCK-013249,42320,2024-10-13,3.4621,42.0,4662.0,860.0,1572,550.0,34.74,-116.58,INLAND,179869.0
BLOCK-013463,89213,2022-11-27,2.1146,2.0,6399.0,1178.0,885,206.0,35.48,-114.1,INLAND,100042.0
BLOCK-003979,69140,2022-03-31,4.7455,18.0,6423.0,1182.0,1236,472.0,37.18,-122.91,INLAND,195650.0
BLOCK-004974,50219,2021-09-04,2.682,3.0,3431.0,789.0,4288,1311.0,33.39,-118.27,<1H OCEAN,249509.0
BLOCK-006402,79540,2023-05-29,2.3989,5.0,6323.0,1842.0,2744,937.0,36.29,-116.39,NEAR OCEAN,207203.0
BLOCK-018172,44323,2021-12-10,2.01,24.0,612.0,110.0,436,105.0,35.25,-120.95,INLAND,121392.0
BLOCK-002605,83452,2022-08-06,,39.0,5652.0,,1232,402.0,38.58,-117.6,<1H OCEAN,184438.0
BLOCK-007695,96547,2022-07-16,4.7696,20.0,521.0,99.0,544,161.0,41.12,-123.39,NEAR BAY,182968.0
BLOCK-006497,45923,2023-03-08,3.3676,8.0,3059.0,,2685,772.0,36.55,-114.78,INLAND,176879.0
BLOCK-014080,18299,2021-09-10,1.3977,5.0,6964.0,1896.0,4176,1609.0,41.85,-119.17,INLAND,98568.0
BLOCK-019277,65209,2023-08-06,1.5876,6.0,6428.0,1040.0,4612,1379.0,36.55,-122.75,INLAND,127594.0
BLOCK-015062,62493,2020-03-07,7.8599,37.0,5940.0,1331.0,4529,1403.0,39.76,-121.36,<1H OCEAN,361565.0
BLOCK-008156,82356,2023-10-12,3.4919,38.0,7091.0,1372.0,4200,1025.0,33.4,-118.62,NEAR OCEAN,233253.0
BLOCK-018068,53685,2020-03-24,2.0719,35.0,5637.0,1637.0,3406,937.0,32.83,-124.35,INLAND,155586.0
BLOCK-003769,94976,2020-01-31,3.4124,5.0,6569.0,1792.0,2072,573.0,33.0,-121.88,INLAND,164038.0
BLOCK-012689,37540,2021-07-02,1.9092,48.0,642.0,171.0,2634,668.0,40.72,-122.81,<1H OCEAN,169446.0
BLOCK-009367,60029,2023-09-16,1.1978,5.0,3702.0,850.0,527,120.0,38.19,-118.3,<1H OCEAN,125465.0
BLOCK-001402,76902,2020-03-28,2.7303,11.0,457.0,70.0,5127,1487.0,33.47,-115.84,NEAR BAY,168702.0
BLOCK-005359,18774,2021-12-26,2.5443,14.0,1512.0,424.0,4988,1487.0,39.12,-118.66,INLAND,111774.0
BLOCK-015262,80540,2023-09-02,3.2514,12.0,4228.0,674.0,3583,999.0,41.52,-117.18,<1H OCEAN,250832.0
BLOCK-002214,70240,2021-10-14,1.3719,40.0,7831.0,1362.0,1641,389.0,34.98,-115.75,INLAND,42783.0
BLOCK-012094,17356,2021-06-24,1.9255,16.0,5171.0,1207.0,1825,508.0,40.91,-118.29,<1H OCEAN,156564.0
BLOCK-015186,59618,2024-11-18,2.0852,10.0,680.0,127.0,1175,335.0,34.11,-123.43,<1H OCEAN,188683.0
BLOCK-011668,51214,2021-08-10,3.5719,12.0,6902.0,1124.0,864,313.0,35.69,-118.68,INLAND,197002.0
BLOCK-009411,79850,2020-09-05,9.7594,35.0,1557.0,315.0,2765,899.0,39.64,-117.85,INLAND,406031.0
BLOCK-004128,73455,2021-07-19,7.2108,22.0,7173.0,1590.0,4671,1097.0,35.37,-114.69,<1H OCEAN,379302.0
BLOCK-004186,66280,2024-06-04,1.6536,11.0,2613.0,639.0,3749,846.0,39.63,-119.11,INLAND,87886.0
BLOCK-011453,40247,2021-07-22,2.7736,40.0,6561.0,1857.0,4608,1445.0,37.73,-118.95,NEAR OCEAN,172054.0
BLOCK-013881,21201,2023-02-03,1.8936,34.0,1082.0,229.0,827,310.0,37.54,-118.26,<1H OCEAN,144104.0
BLOCK-006423,50536,2022-10-26,3.5613,27.0,5033.0,1237.0,4353,1048.0,37.33,-118.34,NEAR OCEAN,222882.0
BLOCK-017701,59012,2024-04-03,2.4138,31.0,6461.0,1659.0,577,193.0,34.41,-118.84,INLAND,43594.0
BLOCK-007779,54880,2023-09-05,1.673,29.0,339.0,51.0,902,210.0,37.87,-117.47,INLAND,74312.0
BLOCK-015196,79798,2024-12-12,1.9741,15.0,6824.0,1216.0,2780,721.0,37.11,-115.5,<1H OCEAN,225833.0
BLOCK-003421,75976,2024-10-10,4.406,22.0,870.0,252.0,978,282.0,34.31,-117.99,<1H OCEAN,275700.0
BLOCK-002647,76348,2021-12-13,3.2778,6.0,1662.0,460.0,5360,1888.0,40.4,-123.04,NEAR OCEAN,219931.0
BLOCK-008377,10060,2023-04-15,3.5093,39.0,1408.0,305.0,4959,1907.0,40.87,-119.1,NEAR BAY,140738.0
BLOCK-006846,40434,2021-02-19,4.1687,5.0,445.0,73.0,1572,445.0,40.28,-122.19,INLAND,209288.0
BLOCK-012777,91462,2023-12-19,2.8063,14.0,6432.0,1080.0,2580,786.0,37.61,-120.44,INLAND,191737.0
BLOCK-017136,27149,2023-09-04,2.6136,4.0,7984.0,1481.0,1886,529.0,33.68,-118.72,INLAND,112143.0
BLOCK-019813,46359,2022-06-24,3.7645,38.0,7287.0,1367.0,2790,842.0,32.53,-118.19,<1H OCEAN,276589.0
BLOCK-002408,58178,2023-08-17,1.3387,14.0,7516.0,,369,124.0,37.18,-123.14,<1H OCEAN,228322.0
BLOCK-001730,71429,2020-11-20,2.5238,37.0,4653.0,1278.0,2992,779.0,39.62,-119.09,<1H OCEAN,219698.0
BLOCK-009172,57377,2021-04-19,1.7318,43.0,1752.0,,3174,714.0,33.08,-123.97,INLAND,107522.0
BLOCK-004902,63034,2020-06-23,2.3504,45.0,2834.0,480.0,1826,545.0,41.58,-115.8,<1H OCEAN,171376.0
BLOCK-007047,33059,2022-07-15,1.5272,25.0,3210.0,906.0,2870,893.0,34.1,-115.29,<1H OCEAN,131957.0
BLOCK-001077,24382,2022-12-14,0.9315,27.0,5644.0,1667.0,4229,1532.0,35.06,-122.69,<1H OCEAN,157285.0
BLOCK-016699,41028,2020-04-05,2.541,41.0,917.0,147.0,2494,948.0,35.79,-116.72,NEAR BAY,132824.0
BLOCK-013478,83057,2021-03-10,2.2049,23.0,1837.0,360.0,3646,1385.0,34.68,-119.63,NEAR OCEAN,203738.0
BLOCK-004393,16917,2020-08-26,4.5333,9.0,6177.0,1696.0,1557,620.0,38.35,-117.48,<1H OCEAN,340424.0
BLOCK-005217,61443,2022-02-25,4.0025,42.0,7800.0,1872.0,4865,1290.0,35.58,-121.88,<1H OCEAN,220181.0
BLOCK-005381,74078,2020-04-03,2.1922,38.0,7004.0,1380.0,5678,1717.0,38.45,-116.04,<1H OCEAN,200004.0
BLOCK-018646,39921,2021-03-08,2.5676,33.0,6481.0,1934.0,4457,1662.0,38.41,-121.09,<1H OCEAN,206548.0
BLOCK-017460,30546,2024-01-28,1.0153,35.0,6340.0,1228.0,1322,355.0,34.15,-122.74,<1H OCEAN,182206.0
BLOCK-016760,21490,2024-02-29,1.829,7.0,3900.0,976.0,1611,361.0,34.34,-116.09,<1H OCEAN,116078.0
BLOCK-000180,18932,2022-08-30,4.5249,26.0,6788.0,1887.0,1365,322.0,35.16,-124.43,NEAR OCEAN,238923.0
BLOCK-011879,39384,2021-02-23,2.9078,47.0,4035.0,779.0,5934,2293.0,34.57,-123.39,INLAND,131300.0
BLOCK-016804,97959,2020-05-17,2.94,47.0,512.0,114.0,2852,877.0,34.78,-120.07,<1H OCEAN,291951.0
BLOCK-013243,53914,2024-03-25,7.7583,12.0,3351.0,582.0,4272,1170.0,38.47,-123.45,<1H OCEAN,378859.0
BLOCK-014745,51414,2022-10-09,3.4996,47.0,7921.0,1828.0,3650,1213.0,39.95,-117.35,NEAR OCEAN,178067.0
BLOCK-004068,18001,2021-06-10,2.5836,11.0,7762.0,1654.0,1514,449.0,34.43,-122.85,INLAND,113748.0
BLOCK-014117,45443,2024-07-25,2.8571,22.0,917.0,251.0,1804,544.0,39.14,-124.33,<1H OCEAN,263784.0
BLOCK-005274,46711,2021-06-14,2.3512,32.0,7001.0,1975.0,5255,1315.0,37.26,-115.56,NEAR BAY,125688.0
BLOCK-001202,52983,2022-07-12,6.3395,7.0,5197.0,1014.0,2940,863.0,37.11,-115.46,INLAND,261376.0
BLOCK-003351,72613,2020-10-17,7.5743,31.0,4197.0,1145.0,3060,722.0,32.87,-122.16,INLAND,340032.0
BLOCK-008211,24589,2022-04-10,1.9826,51.0,5803.0,1039.0,2724,805.0,33.27,-120.64,INLAND,89830.0
BLOCK-008773,95702,2024-12-14,4.4481,29.0,6156.0,970.0,3331,766.0,39.34,-115.04,INLAND,190894.0
BLOCK-015012,31561,2021-12-12,2.9795,36.0,7358.0,1597.0,4999,1157.0,40.21,-117.37,NEAR BAY,178582.0
BLOCK-002300,68437,2024-04-21,1.5279,15.0,5789.0,1173.0,1742,438.0,33.42,-121.81,NEAR BAY,67142.0
BLOCK-013382,59408,2022-12-16,2.8311,50.0,267.0,63.0,3419,774.0,40.79,-122.17,<1H OCEAN,235630.0
BLOCK-017908,14867,2024-06-13,1.664,36.0,5814.0,,2304,712.0,33.0,-121.85,INLAND,143590.0
BLOCK-014843,25049,2021-06-12,3.1448,13.0,1321.0,367.0,3752,1101.0,40.52,-117.53,NEAR OCEAN,266373.0
BLOCK-015214,31263,2024-12-22,4.8039,43.0,5070.0,,5805,2024.0,38.5,-115.46,NEAR BAY,232721.0
BLOCK-009623,71040,2022-09-01,1.5598,44.0,1891.0,481.0,1238,356.0,39.47,-117.37,<1H OCEAN,232652.0
BLOCK-006020,96083,2024-06-12,2.6156,4.0,1549.0,337.0,4083,1360.0,41.82,-121.35,<1H OCEAN,221771.0
BLOCK-013371,77216,2021-01-19,4.4403,16.0,2727.0,472.0,1469,337.0,34.08,-124.26,INLAND,237486.0
BLOCK-011020,65142,2020-05-06,3.8986,47.0,4473.0,1020.0,3101,1042.0,36.28,-122.86,NEAR OCEAN,254860.0
BLOCK-004170,83162,2024-07-27,2.7574,40.0,3235.0,615.0,4923,1213.0,39.0,-117.16,<1H OCEAN,133642.0
BLOCK-017730,64087,2024-04-14,5.4487,38.0,1687.0,292.0,5097,1757.0,40.43,-124.44,INLAND,224373.0
BLOCK-015618,10166,2023-01-28,5.8759,26.0,4567.0,806.0,4666,1717.0,34.85,-115.45,INLAND,285911.0
BLOCK-017004,32423,2020-06-26,2.5456,37.0,517.0,100.0,117,26.0,38.47,-114.76,NEAR BAY,126443.0
BLOCK-001962,58865,2023-07-21,3.9689,,6789.0,1733.0,2909,804.0,36.28,-123.38,INLAND,187884.0
BLOCK-001805,74877,2022-06-27,1.9578,2.0,2189.0,444.0,2421,560.0,35.22,-114.73,INLAND,116805.0
BLOCK-013197,74345,2024-02-17,2.7118,46.0,3166.0,659.0,5102,1506.0,37.28,-120.83,NEAR BAY,104765.0
BLOCK-009347,26088,2020-07-05,4.0106,5.0,3071.0,478.0,2876,998.0,38.68,-121.88,<1H OCEAN,340890.0
BLOCK-007654,39303,2023-10-02,2.1164,45.0,5446.0,1450.0,2310,622.0,39.24,-116.12,NEAR OCEAN,192009.0
BLOCK-005847,73485,2023-11-30,5.0479,50.0,4795.0,1087.0,1115,307.0,35.55,-121.61,<1H OCEAN,316977.0
BLOCK-006045,49112,2021-03-06,2.4652,22.0,3116.0,802.0,3583,1322.0,40.29,-114.18,<1H OCEAN,197037.0
BLOCK-015712,30962,2022-04-04,3.2119,43.0,5137.0,1317.0,4906,1806.0,36.35,-115.71,<1H OCEAN,254526.0
BLOCK-016966,95881,2024-10-11,5.0509,48.0,920.0,140.0,5354,1306.0,33.83,-120.72,<1H OCEAN,317050.0
BLOCK-000503,77825,2024-03-19,3.536,37.0,6964.0,1346.0,3293,968.0,34.17,-117.3,INLAND,167728.0
BLOCK-012276,81173,2023-01-23,2.3999,50.0,6256.0,1406.0,3347,797.0,36.78,-118.5,<1H OCEAN,206419.0
BLOCK-002444,56607,2024-05-23,5.0627,17.0,3075.0,872.0,1199,279.0,34.37,-121.8,INLAND,220786.0
BLOCK-003498,96199,2024-12-17,5.617,29.0,7594.0,1275.0,4025,987.0,39.3,-123.44,INLAND,231801.0
BLOCK-006266,80974,2020-09-10,2.8874,9.0,7144.0,1261.0,1498,524.0,38.06,-117.37,<1H OCEAN,266798.0
BLOCK-016954,81379,2022-08-17,2.607,48.0,3742.0,795.0,5288,1221.0,36.04,-116.12,NEAR OCEAN,248910.0
BLOCK-006392,84365,2023-06-10,4.5479,9.0,1118.0,208.0,379,117.0,35.41,-118.01,NEAR BAY,232365.0
BLOCK-012425,67065,2021-02-13,3.5722,40.0,5662.0,1011.0,5553,1825.0,34.67,-123.33,<1H OCEAN,303144.0
BLOCK-001027,78231,2021-02-28,2.6134,19.0,4748.0,760.0,5307,1403.0,33.52,-119.99,INLAND,154148.0
BLOCK-013514,32144,2024-09-29,2.2987,32.0,7822.0,1615.0,5002,1919.0,35.99,-115.23,INLAND,152339.0
BLOCK-009572,53988,2020-12-06,9.6708,24.0,1323.0,318.0,1681,403.0,41.25,-118.2,INLAND,370037.0
BLOCK-015782,45639,2021-05-27,3.0785,33.0,2149.0,417.0,3888,1003.0,33.8,-117.69,INLAND,151631.0
BLOCK-005564,87782,2023-06-30,2.2097,50.0,6065.0,1170.0,945,367.0,34.04,-116.8,<1H OCEAN,193778.0
BLOCK-006023,95882,2024-05-07,1.9353,43.0,2306.0,456.0,4877,1530.0,41.75,-114.27,<1H OCEAN,171756.0
