diamond_id,supplier_code,certified_date,carat,cut,color,clarity,depth,table,x_dim,y_dim,z_dim,price
DIA-018776,SUP-054,2024-04-16,1.65,Ideal,I,VS1,65.0,60.0,5.93,5.91,3.64,14360
DIA-019235,SUP-180,2020-04-17,0.65,Very Good,J,VVS2,60.7,59.3,4.56,4.51,2.76,2605
DIA-014533,SUP-029,2022-12-05,1.03,Premium,H,VS1,,56.3,5.08,5.16,3.2,6633
DIA-019951,SUP-021,2023-12-17,0.67,Ideal,G,SI1,61.9,54.9,4.49,4.45,2.68,2642
DIA-007199,SUP-089,2023-11-19,0.75,Very Good,H,VVS1,58.6,55.7,4.72,4.68,2.94,4014
DIA-000503,SUP-110,2020-11-26,1.07,Very Good,G,VS2,63.4,59.4,5.45,5.39,3.48,6337
DIA-016794,SUP-128,2022-07-01,0.86,Very Good,F,VVS1,63.0,57.1,4.74,4.72,3.01,6458
DIA-002948,SUP-024,2024-10-07,1.0,Ideal,H,VS2,62.2,55.4,5.28,5.4,3.22,5572
DIA-016683,SUP-142,2021-05-31,0.44,Premium,J,I1,62.2,56.3,3.64,3.59,2.32,567
DIA-000438,SUP-137,2022-11-29,0.47,Premium,G,VS2,61.7,55.7,3.45,3.44,2.08,1753
DIA-018846,SUP-098,2020-06-28,0.68,Good,F,VS2,61.6,58.4,4.23,4.22,2.56,2344
DIA-008773,SUP-008,2021-09-09,0.76,Very Good,F,VS2,63.6,57.7,4.86,4.89,2.99,3719
DIA-011270,SUP-104,2020-10-02,0.75,Premium,F,SI1,60.9,54.7,4.23,4.33,2.7,2891
DIA-012543,SUP-043,2022-12-07,0.4,Ideal,H,IF,58.6,57.5,3.74,3.64,2.33,1846
DIA-009334,SUP-169,2024-10-24,4.31,Ideal,I,VS1,62.6,58.8,8.11,8.1,5.02,80455
DIA-008784,SUP-069,2021-01-11,0.77,Premium,I,VS2,62.7,56.4,4.65,,2.91,2962
DIA-019351,SUP-040,2024-02-04,0.63,Premium,G,VVS2,63.7,58.4,4.41,4.43,2.68,3365
DIA-006242,SUP-058,2024-10-19,0.61,Ideal,G,SI1,59.7,56.1,4.17,4.13,2.58,2465
DIA-004848,SUP-068,2024-03-01,0.52,Premium,J,SI1,61.4,58.0,3.99,4.0,2.47,1212
DIA-010246,SUP-190,2020-07-18,1.2,Ideal,F,VVS2,59.9,55.8,5.52,5.57,3.44,12601
DIA-013725,SUP-092,2023-07-11,1.06,Premium,H,VVS2,61.7,61.0,5.05,5.01,3.16,7707
DIA-002140,SUP-120,2023-01-24,0.75,Ideal,G,SI2,61.3,60.4,4.24,4.24,2.61,3067
DIA-001527,SUP-011,2020-08-01,0.72,Very Good,F,SI1,60.9,60.7,4.79,4.82,2.91,2900
DIA-010280,SUP-137,2020-07-02,2.3,Premium,F,SI1,60.0,50.0,6.46,6.47,3.91,25615
DIA-015280,SUP-086,2020-07-16,0.46,Good,J,SI1,58.9,56.0,3.89,3.88,2.31,872
DIA-007109,SUP-135,2024-03-12,1.71,Very Good,F,SI1,62.2,56.3,6.13,6.11,3.73,13571
DIA-017597,SUP-088,2023-06-05,0.97,Premium,F,VVS1,62.1,54.7,4.68,4.66,2.81,8625
DIA-018353,SUP-070,2020-11-13,0.38,Very Good,H,SI1,62.3,58.0,3.65,3.71,2.26,904
DIA-010845,SUP-066,2023-03-30,1.9,Premium,F,VS1,61.8,57.7,6.23,6.2,3.94,23330
DIA-007873,SUP-040,2023-03-03,1.04,Premium,G,SI2,62.4,58.2,5.02,4.99,3.07,4948
DIA-012065,SUP-082,2023-05-01,0.8,Ideal,E,VS2,59.8,54.2,4.81,4.85,2.97,4969
DIA-009681,SUP-018,2023-08-28,0.94,Very Good,J,I1,60.7,59.5,4.87,4.83,3.0,1836
DIA-014105,SUP-089,2022-02-01,1.28,Very Good,F,VS1,60.5,60.5,5.68,5.64,3.54,10567
DIA-012947,SUP-105,2021-10-21,0.6,Ideal,F,SI1,64.2,55.8,3.92,3.94,2.3,2337
DIA-009585,SUP-047,2022-12-22,1.2,Ideal,J,VVS2,58.2,58.0,5.15,5.21,3.22,7906
DIA-002112,SUP-095,2024-02-17,0.96,Premium,G,SI2,60.9,55.5,5.16,5.26,3.22,4346
DIA-000828,SUP-176,2023-04-15,0.74,Very Good,I,SI1,59.8,55.2,5.0,5.02,3.02,2270
DIA-008280,SUP-126,2023-08-24,1.9,Very Good,H,I1,61.6,58.2,6.37,6.39,3.92,9537
DIA-007220,SUP-008,2022-10-31,0.94,Ideal,G,VS1,57.7,58.4,5.16,5.14,3.18,6576
DIA-010311,SUP-011,2021-04-27,0.69,Ideal,H,VVS1,62.1,58.2,4.51,4.42,2.76,4274
DIA-005859,SUP-018,2022-04-14,0.66,Ideal,G,VS2,61.9,55.3,4.37,4.32,2.66,2722
DIA-006075,SUP-153,2023-05-16,0.32,Very Good,F,VVS2,62.0,57.5,3.34,3.4,2.05,865
DIA-004375,SUP-114,2022-10-17,0.68,Very Good,H,SI2,62.0,58.2,4.49,4.4,2.7,1736
DIA-005449,SUP-003,2023-05-28,0.8,Ideal,F,VS1,62.4,56.7,4.56,4.57,2.83,5749
DIA-000385,SUP-033,2024-07-20,1.68,Good,I,SI1,60.4,54.8,5.72,5.68,3.59,8202
DIA-002270,SUP-158,2024-04-23,1.51,Premium,I,SI1,60.9,55.9,5.61,5.55,3.46,8972
DIA-001870,SUP-140,2023-11-10,0.75,Premium,G,VVS1,63.5,55.5,4.49,4.42,2.76,5179
DIA-002724,SUP-143,2021-12-23,0.37,Premium,F,VVS2,63.5,56.0,3.7,3.71,2.32,1230
DIA-012960,SUP-011,2024-02-24,1.91,Very Good,G,SI1,63.2,57.0,6.46,6.5,4.0,15131
DIA-019445,SUP-098,2024-12-16,0.69,Very Good,G,SI1,60.1,59.0,4.35,4.34,2.69,2442
DIA-001205,SUP-175,2024-12-10,0.39,Very Good,G,VVS1,64.4,57.2,3.77,3.79,2.35,1561
DIA-005116,SUP-182,2020-07-03,0.69,Premium,H,VS1,62.1,58.3,4.86,4.89,3.0,3331
DIA-017571,SUP-070,2021-06-04,0.92,Premium,I,VS2,63.2,56.7,4.59,4.63,2.84,4190
DIA-016128,SUP-086,2024-12-18,0.83,Good,J,SI2,64.9,57.4,4.7,4.74,2.94,1875
DIA-004072,SUP-101,2023-10-22,2.25,Very Good,J,SI1,62.0,56.9,6.53,6.52,4.08,14203
DIA-012050,SUP-116,2024-08-13,0.52,Premium,F,VS1,61.7,58.5,3.84,3.89,2.32,2021
DIA-011622,SUP-103,2022-06-30,0.48,Ideal,E,SI2,60.6,53.5,3.91,,2.35,1527
DIA-009722,SUP-127,2020-08-14,0.6,Very Good,H,SI2,61.3,59.9,4.49,4.5,2.76,1435
DIA-001453,SUP-116,2020-10-22,1.71,Ideal,F,VVS1,59.9,56.6,5.79,5.89,3.64,26423
DIA-003489,SUP-010,2021-05-15,0.95,Premium,J,VS1,58.7,57.0,5.04,5.03,3.14,4463
DIA-007020,SUP-173,2024-07-20,0.35,Fair,E,VS2,61.3,60.8,3.5,3.51,2.13,659
DIA-018395,SUP-155,2023-01-24,2.51,Good,I,VS2,62.0,56.3,6.7,6.76,4.14,19754
DIA-014685,SUP-116,2021-07-07,0.44,Ideal,J,VS2,61.8,54.6,3.7,3.65,2.4,905
DIA-007708,SUP-137,2021-05-21,1.04,Ideal,G,I1,61.9,,4.95,4.92,3.06,3954
DIA-013369,SUP-174,2022-02-12,0.46,Good,F,VVS2,63.0,63.0,3.93,3.88,2.51,1883
DIA-002195,SUP-044,2020-02-18,0.59,Premium,I,SI1,63.9,52.5,4.15,4.12,2.55,1566
DIA-010215,SUP-100,2021-03-28,0.71,Ideal,H,VS2,62.7,59.7,4.35,4.43,2.63,3169
DIA-004345,SUP-081,2021-08-04,0.9,Ideal,H,VS1,61.8,,4.37,4.38,2.73,5527
DIA-011450,SUP-018,2024-12-23,0.56,Very Good,F,SI1,61.8,55.5,4.07,4.02,2.49,1304
DIA-008099,SUP-004,2024-11-28,0.32,Ideal,I,VS2,61.9,57.0,3.53,3.53,2.2,465
DIA-008694,SUP-040,2020-07-25,0.71,Very Good,J,VVS2,62.4,57.1,4.8,4.81,3.04,2724
DIA-012489,SUP-007,2022-06-01,1.12,Premium,F,SI1,61.2,52.2,4.98,4.97,3.11,6712
DIA-012536,SUP-158,2023-11-01,1.1,Ideal,H,VS2,61.6,51.3,5.19,5.17,3.17,7277
DIA-012838,SUP-195,2020-10-01,1.16,Ideal,F,VS2,,55.1,5.4,5.52,3.35,9061
DIA-019515,SUP-028,2020-09-25,0.43,Very Good,G,VVS2,60.7,57.6,3.9,3.89,2.36,1834
DIA-013719,SUP-018,2021-07-28,0.88,Very Good,G,SI2,63.2,57.7,5.09,5.11,3.14,3305
DIA-012752,SUP-028,2023-06-08,0.66,Ideal,J,SI1,,56.9,4.39,4.36,2.77,1698
DIA-012700,SUP-151,2020-04-25,0.67,Ideal,J,SI1,61.9,57.2,4.36,4.34,2.81,1841
DIA-009458,SUP-064,2023-03-30,2.42,Ideal,G,SI2,63.6,57.5,6.83,6.83,4.29,24434
DIA-002393,SUP-160,2022-06-11,0.67,Premium,E,SI2,60.3,58.0,4.36,4.37,2.7,2507
DIA-007250,SUP-095,2020-10-24,0.99,Premium,E,IF,,53.8,4.93,4.92,3.03,11704
DIA-002602,SUP-050,2020-05-05,0.49,Premium,H,VS1,62.4,54.5,4.13,4.05,2.6,1914
DIA-019044,SUP-101,2021-04-17,1.23,Premium,J,VVS1,62.8,60.1,4.92,4.92,3.08,8767
DIA-012122,SUP-083,2024-08-05,0.36,Good,D,VVS2,62.5,60.7,3.39,3.34,2.0,1230
DIA-002930,SUP-199,2022-04-17,0.44,Premium,I,VS2,62.8,61.0,3.73,3.78,2.29,1093
DIA-000606,SUP-010,2024-03-25,0.69,Very Good,G,SI1,62.8,60.5,4.85,,3.1,2324
DIA-018660,SUP-044,2020-07-04,0.56,Ideal,F,SI2,62.1,58.2,4.02,4.03,2.49,1794
DIA-017296,SUP-085,2020-10-14,1.58,Fair,G,SI2,63.0,57.1,5.9,5.95,3.61,6572
DIA-019121,SUP-026,2020-12-01,0.68,Premium,F,VS2,61.1,57.1,4.27,4.27,2.63,3235
DIA-008291,SUP-083,2020-10-31,1.26,Premium,H,VS1,60.5,56.5,5.38,5.4,3.33,9210
DIA-016016,SUP-093,2021-11-04,0.83,Very Good,E,VS1,60.6,59.8,4.55,4.51,2.77,5298
DIA-004730,SUP-009,2021-12-01,0.68,Ideal,G,SI1,63.3,58.9,4.41,4.4,2.83,2867
DIA-016329,SUP-110,2020-06-04,0.74,Very Good,G,VS2,65.7,60.4,4.71,4.76,2.96,3244
DIA-017684,SUP-003,2024-08-24,1.18,Good,J,VS1,62.5,55.2,5.71,5.7,3.53,4839
DIA-010551,SUP-173,2020-04-13,0.63,Very Good,F,VS2,61.0,55.3,4.2,4.23,2.5,2681
DIA-010244,SUP-189,2024-08-31,0.69,Fair,J,VVS1,61.2,57.5,4.5,4.51,2.74,2152
DIA-018904,SUP-017,2022-03-03,0.71,Very Good,F,VS1,60.6,57.1,4.3,4.3,2.59,3791
DIA-004547,SUP-161,2020-04-18,1.07,Ideal,I,VS2,58.9,55.8,5.05,4.98,3.07,5526
DIA-014435,SUP-110,2021-02-26,0.9,Premium,F,VVS2,62.2,,4.63,4.64,2.8,6941
DIA-015832,SUP-019,2023-11-14,1.57,Very Good,I,VS1,60.8,53.5,6.11,6.09,3.81,11045
DIA-003486,SUP-016,2022-04-22,0.59,Ideal,E,VS1,61.7,52.6,4.09,4.09,2.48,3463
DIA-004140,SUP-137,2022-02-04,1.41,Good,G,VVS1,61.8,62.4,5.67,5.65,3.61,12081
DIA-019582,SUP-131,2024-10-21,0.28,Ideal,F,VS2,61.9,54.3,3.85,3.81,2.41,772
DIA-001862,SUP-109,2024-02-19,0.42,Ideal,I,VS2,61.5,55.9,3.97,4.03,2.41,1069
DIA-015793,SUP-131,2024-06-17,1.44,Premium,E,SI2,61.7,54.1,5.59,5.6,3.43,10722
DIA-004667,SUP-157,2021-12-25,0.59,Good,D,SI1,62.6,56.3,4.46,4.4,2.76,1582
DIA-009791,SUP-033,2021-03-10,0.8,Premium,J,VVS2,62.1,55.3,4.76,4.75,3.0,3481
DIA-012655,SUP-093,2022-08-20,0.84,Very Good,G,IF,63.9,53.2,4.54,4.55,2.79,6397
DIA-018653,SUP-163,2024-09-07,0.94,Ideal,G,VVS2,63.7,52.2,4.64,4.62,2.84,7612
DIA-013815,SUP-001,2023-12-25,1.08,Premium,G,SI1,58.3,55.9,5.03,4.99,3.17,6109
DIA-002626,SUP-126,2024-06-25,0.78,Very Good,G,VVS1,62.3,54.6,4.92,4.87,3.01,4519
DIA-015608,SUP-173,2024-11-24,0.67,Good,J,VS1,60.3,59.1,4.66,4.62,2.93,1693
DIA-005853,SUP-015,2024-10-03,0.59,Premium,F,VVS2,63.3,57.9,4.62,4.68,2.86,3312
DIA-017232,SUP-191,2020-06-23,0.8,Very Good,F,IF,64.0,54.6,4.73,4.71,2.95,6857
DIA-011056,SUP-137,2023-02-10,0.68,Very Good,D,VVS2,62.4,54.1,4.1,3.99,2.54,4382
DIA-017704,SUP-193,2024-06-24,0.5,Good,J,SI1,63.3,56.7,4.05,3.98,2.5,867
DIA-011914,SUP-198,2021-07-04,0.7,Premium,I,VS1,63.1,61.5,4.27,4.17,2.59,2440
DIA-005735,SUP-196,2022-10-19,0.55,Premium,G,SI2,61.1,55.2,4.4,4.41,2.77,1875
DIA-005642,SUP-128,2022-02-05,0.54,Ideal,G,SI2,60.2,54.9,3.85,3.87,2.38,1190
DIA-018442,SUP-084,2020-10-23,0.4,Ideal,I,SI2,59.7,59.2,3.67,3.68,2.31,704
DIA-005333,SUP-108,2020-08-31,1.32,Very Good,I,VS2,63.4,52.8,5.34,5.42,3.29,7328
DIA-005351,SUP-120,2022-05-17,0.66,Very Good,J,SI2,62.5,54.3,4.23,4.25,2.56,1588
DIA-009675,SUP-088,2022-01-05,1.26,Premium,G,SI1,63.6,,5.78,5.73,3.53,7848
DIA-011825,SUP-117,2020-02-24,0.66,Very Good,F,VS2,63.7,56.6,4.36,4.44,2.74,2817
DIA-006153,SUP-052,2022-12-19,0.6,Premium,G,SI1,62.4,52.5,4.58,4.64,2.79,2066
DIA-011213,SUP-104,2022-04-17,0.71,Very Good,I,VS2,62.2,56.5,4.36,4.36,2.71,2282
DIA-007569,SUP-065,2024-10-30,0.52,Fair,G,VVS2,62.8,55.6,3.78,3.78,2.31,1506
DIA-019598,SUP-183,2023-01-06,1.57,Very Good,F,SI2,61.8,56.2,5.69,5.68,3.56,10175
DIA-008233,SUP-180,2021-12-01,0.33,Fair,I,SI1,62.3,55.6,3.77,3.77,2.4,300
DIA-001056,SUP-136,2023-03-09,0.52,Ideal,J,VS2,58.0,51.5,4.09,4.14,2.5,1105
DIA-005019,SUP-043,2021-09-15,1.71,Ideal,D,SI2,60.4,55.9,6.0,6.05,3.74,16786
DIA-005459,SUP-052,2023-10-22,0.75,Ideal,I,VS1,63.1,58.6,4.04,4.07,2.5,3205
DIA-004450,SUP-196,2023-06-07,0.48,Premium,G,VVS2,61.8,58.4,3.95,3.82,2.47,2217
DIA-002848,SUP-099,2020-02-23,1.09,Premium,D,SI1,62.3,56.5,5.21,,3.24,7797
DIA-019113,SUP-018,2024-03-29,0.35,Premium,H,SI2,61.5,53.9,3.41,3.46,2.09,531
DIA-007150,SUP-032,2022-02-18,1.27,Ideal,G,SI2,61.9,58.8,5.33,5.37,3.36,7503
DIA-005381,SUP-151,2024-06-02,1.57,Ideal,E,SI1,61.6,56.1,5.35,5.36,3.33,15429
DIA-010870,SUP-106,2023-07-01,1.05,Very Good,H,VS1,61.4,56.8,5.22,5.21,3.27,5982
DIA-010796,SUP-020,2024-11-27,0.92,Premium,J,VVS2,59.0,52.0,4.65,4.62,2.84,4466
DIA-018945,SUP-147,2020-09-29,0.72,Very Good,G,VS1,61.7,54.8,4.45,4.45,2.74,3277
DIA-019226,SUP-133,2024-12-18,1.57,Ideal,F,VVS2,60.1,58.2,5.87,5.82,3.61,20351
DIA-011096,SUP-095,2024-04-13,0.33,Ideal,E,VS2,63.6,,3.32,3.28,2.0,1447
DIA-014068,SUP-189,2023-07-06,0.29,Very Good,E,VS1,59.8,56.4,3.57,3.59,2.16,881
DIA-017272,SUP-026,2024-01-12,0.59,Premium,G,SI1,62.0,58.7,4.28,4.26,2.63,2081
DIA-015595,SUP-194,2024-09-17,1.54,Very Good,H,SI2,60.4,55.1,6.0,5.98,3.71,8383
DIA-012892,SUP-021,2021-08-02,1.56,Ideal,F,VS1,62.2,57.7,5.94,5.88,3.56,17865
DIA-002115,SUP-167,2020-03-21,0.29,Good,F,SI1,59.5,59.1,3.11,3.09,1.92,300
DIA-011719,SUP-124,2021-01-10,0.25,Good,G,SI1,62.6,57.8,3.02,3.01,1.83,300
DIA-014008,SUP-153,2020-03-17,0.33,Ideal,E,VVS2,61.2,57.3,3.7,3.77,2.34,1077
DIA-005046,SUP-159,2022-04-27,1.05,Ideal,I,VS2,60.7,61.4,4.73,4.78,3.01,5941
DIA-008332,SUP-125,2022-04-14,0.59,Ideal,J,VVS2,61.7,54.6,4.0,3.96,2.52,2043
DIA-012657,SUP-193,2021-07-28,0.68,Ideal,G,VVS2,61.7,53.5,4.28,4.27,2.73,4020
DIA-014793,SUP-163,2024-05-19,0.99,Fair,J,VVS1,59.5,52.4,4.81,4.81,3.03,3750
DIA-015190,SUP-146,2022-09-24,1.26,Fair,F,VVS1,62.7,56.1,5.62,5.52,3.38,9028
DIA-002334,SUP-170,2023-08-31,0.66,Fair,G,SI2,62.0,57.2,4.1,4.11,2.58,1582
DIA-009194,SUP-146,2022-03-21,0.66,Premium,F,SI1,62.5,58.4,4.29,4.22,2.59,2424
DIA-001027,SUP-058,2021-06-25,1.29,Premium,H,SI1,62.6,56.8,5.25,5.21,3.31,7202
DIA-004296,SUP-195,2020-07-22,0.67,Ideal,H,VVS1,62.5,61.2,4.45,4.37,2.81,3746
DIA-011778,SUP-188,2020-11-17,0.61,Very Good,G,SI1,62.2,63.5,4.25,4.17,2.62,1812
DIA-016095,SUP-166,2023-07-26,0.85,Very Good,J,I1,61.9,57.2,4.49,4.47,2.77,1872
DIA-015410,SUP-032,2020-08-28,0.97,Very Good,F,SI1,62.8,56.9,4.94,,3.13,5043
DIA-019116,SUP-120,2020-08-30,0.52,Very Good,I,VS1,63.4,58.0,4.19,4.28,2.58,1630
DIA-016884,SUP-099,2023-08-19,0.76,Premium,H,VS2,61.4,,4.3,4.23,2.65,3227
DIA-010856,SUP-064,2022-02-06,1.32,Very Good,E,VS1,60.3,59.0,5.38,5.32,3.33,11769
DIA-005382,SUP-113,2020-05-10,1.31,Premium,F,VS1,61.1,58.2,5.45,5.38,3.35,12144
DIA-019368,SUP-156,2024-12-03,0.6,Very Good,E,VVS2,61.1,57.7,4.23,4.22,2.62,3328
DIA-013141,SUP-035,2024-10-23,0.51,Premium,J,VS2,63.7,,4.07,3.98,2.55,1048
DIA-012630,SUP-141,2024-06-12,0.69,Good,F,VS2,65.0,58.8,3.87,3.9,2.42,2627
DIA-005561,SUP-082,2023-05-17,0.88,Fair,F,VS2,64.2,60.2,4.58,4.65,2.87,3359
DIA-009578,SUP-100,2022-09-02,1.09,Premium,I,SI1,63.5,56.9,5.03,5.13,3.11,4931
DIA-015311,SUP-065,2024-12-29,0.59,Ideal,G,VS2,,56.9,4.25,4.25,2.61,2558
DIA-011741,SUP-064,2022-07-12,0.67,Very Good,I,SI1,59.2,55.6,4.27,4.3,2.67,1742
DIA-009250,SUP-097,2024-03-25,0.73,Very Good,G,SI2,60.4,50.9,4.67,4.73,2.92,2169
DIA-015869,SUP-104,2021-09-10,0.72,Premium,G,IF,63.8,,4.35,4.36,2.73,5113
DIA-011457,SUP-174,2024-02-02,0.47,Very Good,E,VS1,60.3,57.8,3.76,3.75,2.34,1829
DIA-003143,SUP-131,2020-12-19,1.19,Ideal,G,SI2,61.0,55.5,5.28,5.25,3.17,6533
DIA-015363,SUP-110,2021-07-08,0.94,Good,F,VVS1,59.5,,4.9,4.86,3.0,6619
DIA-001052,SUP-053,2023-09-18,2.14,Very Good,E,SI2,60.7,58.1,6.44,6.51,3.97,19525
DIA-004518,SUP-170,2023-02-16,0.7,Premium,I,SI1,62.3,58.8,4.31,4.3,2.61,2417
DIA-019670,SUP-064,2020-06-19,0.47,Premium,F,SI1,63.0,57.4,3.99,4.04,2.47,1438
DIA-015470,SUP-116,2023-08-02,0.51,Premium,I,SI2,62.6,,3.84,3.85,2.38,993
DIA-000299,SUP-045,2024-06-01,0.33,Very Good,G,VS2,59.3,57.5,3.72,3.77,2.37,766
DIA-014182,SUP-046,2023-08-15,1.38,Fair,G,VVS1,60.6,60.8,5.23,5.24,3.29,9352
DIA-006688,SUP-029,2024-04-16,0.81,Premium,F,SI2,61.0,52.9,4.6,4.61,2.9,3536
DIA-013228,SUP-169,2024-09-13,1.72,Premium,H,VS2,61.9,56.9,6.04,6.04,3.79,14471
DIA-010510,SUP-178,2022-11-17,0.88,Very Good,J,SI2,62.2,57.9,4.82,4.8,2.97,2106
DIA-014190,SUP-167,2021-12-13,0.58,Premium,F,VS2,64.0,,4.07,4.1,2.59,2859
DIA-006198,SUP-155,2024-12-13,1.14,Premium,F,IF,61.1,58.4,4.94,5.01,3.01,13301
DIA-017738,SUP-132,2023-02-18,0.64,Ideal,G,SI2,62.3,54.4,4.64,4.69,2.92,2359
DIA-004509,SUP-045,2022-07-05,1.49,Fair,G,SI1,62.9,58.7,5.6,5.54,3.43,6940
DIA-010036,SUP-092,2024-10-17,1.09,Premium,E,VS1,58.8,54.8,5.13,5.14,3.18,9606
DIA-005923,SUP-122,2021-09-16,0.66,Premium,G,VS1,62.1,58.6,4.47,4.49,2.73,2976
DIA-014934,SUP-174,2024-04-17,1.26,Ideal,G,VS2,60.9,57.5,5.57,5.63,3.4,9813
DIA-013766,SUP-112,2023-11-12,2.31,Very Good,D,VS2,62.6,53.6,6.23,6.23,3.88,32160
DIA-019324,SUP-157,2024-06-07,1.84,Premium,G,VS1,58.7,57.7,6.01,5.95,3.76,20217
DIA-003376,SUP-017,2020-11-03,0.71,Very Good,G,VS2,62.0,59.4,4.25,4.32,2.64,3170
DIA-003882,SUP-119,2023-03-14,0.75,Ideal,D,SI1,59.8,57.2,4.69,4.61,2.84,4460
DIA-007094,SUP-120,2020-12-08,0.45,Ideal,G,SI1,,55.4,3.91,3.88,2.36,1228
DIA-001258,SUP-002,2020-03-17,0.68,Ideal,F,VS2,61.7,55.5,4.39,4.38,2.71,3685
DIA-009469,SUP-143,2024-03-02,1.32,Very Good,H,VS2,61.2,59.1,5.83,5.82,3.68,8298
DIA-016665,SUP-041,2024-06-20,1.14,Ideal,G,VS2,62.2,59.0,5.66,5.65,3.54,8383
DIA-006551,SUP-093,2020-10-12,0.89,Premium,J,VVS2,60.7,56.2,5.09,5.04,3.13,4121
DIA-007321,SUP-143,2023-02-22,0.27,Premium,I,VS2,62.8,53.7,3.23,3.19,1.97,568
DIA-014405,SUP-176,2020-08-02,0.78,Ideal,I,SI1,62.6,57.3,4.56,4.52,2.88,3119
DIA-005742,SUP-184,2021-07-10,0.96,Very Good,I,VS1,61.6,59.4,4.83,4.8,3.03,4543
DIA-019981,SUP-074,2023-04-13,2.12,Premium,F,SI1,60.6,59.0,6.12,6.12,3.86,21999
DIA-012723,SUP-114,2024-02-25,0.47,Ideal,I,VS2,63.9,62.0,3.91,3.94,2.52,1051
DIA-015484,SUP-126,2024-02-01,1.9,Ideal,F,VVS1,60.7,58.4,6.26,6.23,3.86,32389
DIA-003434,SUP-084,2023-05-19,1.38,Ideal,F,SI1,61.9,57.1,5.47,5.44,3.33,10640
DIA-018989,SUP-121,2024-05-03,1.68,Ideal,F,VVS2,62.0,57.8,6.19,6.22,3.81,23107
DIA-003485,SUP-150,2020-06-10,1.37,Very Good,H,SI2,61.9,53.8,5.67,5.7,3.48,6361
DIA-010980,SUP-142,2022-04-27,0.64,Good,G,VS2,62.4,54.7,4.47,4.48,2.7,2015
DIA-004449,SUP-096,2023-05-16,0.33,Very Good,J,SI1,60.4,56.7,3.54,3.46,2.23,525
DIA-005282,SUP-124,2020-12-26,1.18,Very Good,G,VS1,62.9,57.0,5.01,5.08,3.12,8315
DIA-012876,SUP-075,2023-09-04,0.92,Fair,D,VS2,63.6,55.5,4.89,4.96,3.04,4215
DIA-017883,SUP-032,2021-02-01,0.39,Very Good,E,IF,63.0,53.7,3.6,3.65,2.25,1904
DIA-014524,SUP-161,2023-12-22,2.04,Very Good,I,SI1,61.6,57.2,6.45,6.47,3.93,13748
DIA-005598,SUP-116,2024-05-03,0.46,Ideal,G,SI2,61.2,58.6,3.58,3.66,2.16,1154
DIA-007113,SUP-024,2020-10-06,0.7,Premium,H,VS2,63.3,,4.17,4.14,2.55,2636
DIA-009785,SUP-085,2023-12-31,0.62,Premium,G,VVS1,62.6,51.4,4.05,3.98,2.51,3549
DIA-000180,SUP-122,2023-09-04,1.22,Ideal,J,SI1,61.7,56.2,5.18,5.2,3.21,5710
DIA-003965,SUP-179,2022-12-08,1.13,Fair,G,I1,59.4,58.7,5.17,5.1,3.19,2646
DIA-011465,SUP-189,2020-05-31,0.62,Fair,G,SI1,62.1,57.5,4.34,4.43,2.75,1342
DIA-019316,SUP-033,2024-02-08,0.75,Fair,G,VS1,62.0,57.5,4.43,4.43,2.73,2338
DIA-008631,SUP-180,2021-12-15,0.98,Ideal,G,SI1,59.9,57.6,5.13,5.07,3.18,5440
DIA-017353,SUP-079,2020-07-04,1.14,Very Good,H,VS2,61.5,56.5,5.09,5.16,3.07,6419
DIA-004417,SUP-028,2022-08-22,0.31,Very Good,H,VVS1,62.9,59.0,3.62,3.58,2.24,615
DIA-001077,SUP-032,2020-12-04,0.41,Very Good,G,VS2,59.6,57.0,3.79,3.79,2.35,1288
DIA-010820,SUP-098,2023-01-31,0.95,Ideal,G,SI2,,61.2,4.78,4.71,2.88,4468
DIA-004258,SUP-013,2021-05-16,0.81,Premium,G,VVS2,63.4,57.6,4.51,4.44,2.8,5214
DIA-008729,SUP-045,2023-02-24,0.12,Ideal,F,VVS2,61.6,58.2,2.96,3.02,1.81,300
DIA-015898,SUP-186,2022-09-30,1.28,Premium,J,SI1,62.0,58.9,5.55,5.54,3.38,5669
DIA-002043,SUP-195,2022-09-11,1.49,Premium,G,VS1,63.5,59.1,5.57,5.53,3.42,14009
DIA-010615,SUP-170,2023-12-12,1.28,Good,G,VS1,60.5,60.3,5.21,5.26,3.25,8016
DIA-004348,SUP-048,2020-12-05,0.36,Very Good,H,VS1,63.7,58.6,3.18,3.13,1.97,836
DIA-019551,SUP-190,2020-09-24,0.68,Ideal,F,VS1,60.4,58.8,4.51,4.51,2.86,3945
DIA-013463,SUP-048,2020-05-05,0.32,Very Good,G,SI1,62.0,,3.44,3.43,2.15,435
DIA-005863,SUP-093,2020-12-17,1.42,Ideal,J,VVS1,62.2,56.4,5.83,5.85,3.57,12231
DIA-016203,SUP-061,2020-11-01,0.69,Premium,I,VS1,65.0,59.8,4.33,4.34,2.69,2913
DIA-019757,SUP-109,2023-08-17,0.41,Ideal,H,VS1,62.4,59.5,3.35,3.45,2.04,1473
DIA-009293,SUP-114,2021-06-10,1.54,Premium,H,SI1,63.1,57.0,5.92,5.87,3.64,10270
DIA-002020,SUP-126,2024-09-29,0.55,Very Good,G,SI2,62.6,54.7,4.32,4.33,2.66,1084
DIA-004985,SUP-035,2020-10-24,0.56,Very Good,G,SI1,62.9,58.3,4.34,4.32,2.79,1909
